name
Eueides lineata
Heliconius melpomene melpomene
Heliconius metharme
Heliconius peruvianus
Heliconius telesiphe
*tip #6 not mapped to OTT. Original label - Heliconius cydno alithea 8509 E
*tip #2 not mapped to OTT. Original label - Eueides procula browni AN8 V
*tip #5 not mapped to OTT. Original label - Heliconius erato emma NCS1673 Pe
*tip #25 not mapped to OTT. Original label - Heliconius melpomene vulcanus 519 C
*tip #24 not mapped to OTT. Original label - Heliconius pardalinus sergestus 09 202 Pe
*tip #7 not mapped to OTT. Original label - Eueides procula browni AN9 V
Heliconius nattereri
Heliconius sara
Philaethria constantinoi
*tip #56 not mapped to OTT. Original label - Heliconius xanthocles 8758 Pe
Eueides lampeto
Dione glycera
*tip #65 not mapped to OTT. Original label - Heliconius eleuchia 190 C
Cethosia cyane
*tip #87 not mapped to OTT. Original label - Philaethria diatonica 8749b Pe
*tip #7 not mapped to OTT. Original label - Heliconius heurippa 2417 C
*tip #35 not mapped to OTT. Original label - Heliconius cydno cordula 2096 V
Heliconius hierax
Heliconius leucadia
*tip #46 not mapped to OTT. Original label - Heliconius melpomene rosina 845 P
*tip #17 not mapped to OTT. Original label - Heliconius hecale WOMs5 P
*tip #18 not mapped to OTT. Original label - Heliconius elevatus 09 163 Pe
*tip #71 not mapped to OTT. Original label - Heliconius hermathena C3
Eueides lybia
Heliconius erato favorinus
*tip #30 not mapped to OTT. Original label - Heliconius pachinus 3035
*tip #62 not mapped to OTT. Original label - Heliconius peruvianus EC288 E
Heliconius numata
*tip #21 not mapped to OTT. Original label - Heliconius hecale 665 P
*tip #75 not mapped to OTT. Original label - Heliconius erato hydara 440 FG
*tip #77 not mapped to OTT. Original label - Heliconius erato notabilis BC0140 E
*tip #59 not mapped to OTT. Original label - Heliconius aoede 8198 FG
Heliconius wallacei
Heliconius burneyi
*tip #80 not mapped to OTT. Original label - Heliconius clysonymus 8037 P
*tip #4 not mapped to OTT. Original label - Heliconius xanthocles 8609 Pe
*tip #51 not mapped to OTT. Original label - Heliconius doris 847 P
Heliconius pardalinus
*tip #31 not mapped to OTT. Original label - Heliconius timareta 9223 Pe
*tip #26 not mapped to OTT. Original label - Heliconius elevatus 434 FG
Cethosia cydippe
Heliconius besckei
*tip #36 not mapped to OTT. Original label - Heliconius pachinus 3023 P
Philaethria ostara
*tip #32 not mapped to OTT. Original label - Heliconius cydno alithea 8509 E
*tip #60 not mapped to OTT. Original label - Heliconius aoede 8569 Pe
Heliconius timareta
*tip #20 not mapped to OTT. Original label - Heliconius hecale NW70 6
*tip #2 not mapped to OTT. Original label - Heliconius telesiphe 16722
*tip #2 not mapped to OTT. Original label - Heliconius clysonymus 2 C
*tip #25 not mapped to OTT. Original label - Heliconius elevatus 503 FG
Actinote stratonice
*tip #73 not mapped to OTT. Original label - Heliconius himera 2842 E
*tip #11 not mapped to OTT. Original label - Heliconius doris doris 8684 Pe
*tip #20 not mapped to OTT. Original label - Heliconius melpomene amandus 2228
*tip #2 not mapped to OTT. Original label - Agraulis vanillae NW152 16 DR
*tip #83 not mapped to OTT. Original label - Dryadula phaetusa NW108 23
Heliconius luciana
*tip #3 not mapped to OTT. Original label - Dione moneta NW2 1 Me
Heliconius atthis
Heliconius clysonymus
Eueides isabella
*tip #57 not mapped to OTT. Original label - Heliconius xanthocles 8609 Pe
*tip #1 not mapped to OTT. Original label - Heliconius erato chestertonii WOM0059 C
*tip #90 not mapped to OTT. Original label - Euptoieta claudia NW94 15
Acraea encedon
*tip #15 not mapped to OTT. Original label - Heliconius hecale felix 8682 Pe
*tip #55 not mapped to OTT. Original label - Heliconius hierax 8154 E
*tip #82 not mapped to OTT. Original label - Heliconius telesiphe 8525 E
*tip #19 not mapped to OTT. Original label - Heliconius melpomene malleti 16550 B
*tip #44 not mapped to OTT. Original label - Heliconius melpomene ecuadorensis 9111 E
*tip #23 not mapped to OTT. Original label - Heliconius pardalinus sergestus 09 200 Pe
*tip #3 not mapped to OTT. Original label - Eueides procula browni AN7 V
*tip #40 not mapped to OTT. Original label - Heliconius timareta 8520 E
*tip #52 not mapped to OTT. Original label - Heliconius doris 846 P
Heliconius hewitsoni
Heliconius ricini
*tip #41 not mapped to OTT. Original label - Heliconius timareta 9178 E
*tip #28 not mapped to OTT. Original label - Heliconius pardalinus butleri 09 372 Pe
Heliconius eleuchia
*tip #29 not mapped to OTT. Original label - Heliconius heurippa WOM 001 C
*tip #30 not mapped to OTT. Original label - Heliconius heurippa 2417 C
*tip #72 not mapped to OTT. Original label - Heliconius erato chestertonii WOM0059 C
*tip #4 not mapped to OTT. Original label - Eueides procula browni AN9 V
*tip #9 not mapped to OTT. Original label - Heliconius wallacei flavescens 8687 Pe
*tip #88 not mapped to OTT. Original label - Vindula arsinoe NW69 4
*tip #69 not mapped to OTT. Original label - Heliconius sara 8571 Pe
*tip #64 not mapped to OTT. Original label - Heliconius antiochus P326
Heliconius doris
*tip #4 not mapped to OTT. Original label - Dione moneta 8748a Pe
Eueides vibilia
Heliconius heurippa
*tip #3 not mapped to OTT. Original label - Heliconius erato chestertonii WOM0059 C
Heliconius elevatus
Philaethria wernickei
*tip #29 not mapped to OTT. Original label - Heliconius pardalinus butleri MJ2021 CR
*tip #43 not mapped to OTT. Original label - Heliconius melpomene amandus 2228 Bo
*tip #34 not mapped to OTT. Original label - Heliconius cydno weymeri 1690 P
*tip #76 not mapped to OTT. Original label - Heliconius erato hydara NCS2609 FG
