name
Heliconius melpomene plesseni
Eueides pavana
Philaethria neildi
Heliconius hecale
*tip #8 not mapped to OTT. Original label - Eueides procula edias AN6 V
Dione moneta
Heliconius astraea
Heliconius hecalesia
Heliconius hortense
*tip #54 not mapped to OTT. Original label - Heliconius doris 8684 Pe
*tip #26 not mapped to OTT. Original label - Heliconius cydno alithea 8509 E
*tip #68 not mapped to OTT. Original label - Heliconius sara 850 P
*tip #79 not mapped to OTT. Original label - Heliconius erato lativitta WOM03 E
*tip #32 not mapped to OTT. Original label - Heliconius timareta 9178 E
Heliconius erato erato
*tip #33 not mapped to OTT. Original label - Heliconius cydno weymeri 221 C
*tip #49 not mapped to OTT. Original label - Heliconius melpomene vulcanus 519 C
Heliconius sapho
Heliconius antiochus
*tip #27 not mapped to OTT. Original label - Heliconius cydno weymeri 1690 P
*tip #5 not mapped to OTT. Original label - Heliconius melpomene amandus 2228 Bo
Eueides procula
*tip #19 not mapped to OTT. Original label - Heliconius hecale zuleika 8100 P
*tip #10 not mapped to OTT. Original label - Heliconius doris delila 8697 Pe
*tip #11 not mapped to OTT. Original label - Heliconius wallacei 286 FG
*tip #23 not mapped to OTT. Original label - Heliconius melpomene melpomene genome ind
Heliconius charithonia
Heliconius ethilla
*tip #1 not mapped to OTT. Original label - Eueides procula edias AN6 V
*tip #61 not mapped to OTT. Original label - Heliconius aoede 8572 Pe
Podotricha telesiphe
*tip #28 not mapped to OTT. Original label - Heliconius cydno chioneus 553 P
Heliconius eratosignis
*tip #47 not mapped to OTT. Original label - Heliconius melpomene cythera 2856 E
*tip #16 not mapped to OTT. Original label - Heliconius hecale KD9 Pe
*tip #1 not mapped to OTT. Original label - Acraea issoria gi254833165
Agraulis vanillae
*tip #38 not mapped to OTT. Original label - Heliconius cydno chioneus 557 P
*tip #22 not mapped to OTT. Original label - Heliconius melpomene melpomene9317 FG
Heliconius tristero
*tip #66 not mapped to OTT. Original label - Heliconius sapho 2739 P
Philaethria diatonica
Eueides aliphera
Heliconius demeter
*tip #89 not mapped to OTT. Original label - Argynnis paphia NW76 12
*tip #42 not mapped to OTT. Original label - Heliconius melpomene malleti 16550 B
Heliconius himera
*tip #14 not mapped to OTT. Original label - Heliconius pardalinus butleri KD9 Pe
*tip #14 not mapped to OTT. Original label - Heliconius ethilla 3014 A
*tip #53 not mapped to OTT. Original label - Heliconius doris 8697 Pe
Heliconius aoede
*tip #7 not mapped to OTT. Original label - Heliconius erato notabilis BC0410 E
Dryas iulia
*tip #45 not mapped to OTT. Original label - Heliconius melpomene meriana 13819 FG
*tip #37 not mapped to OTT. Original label - Heliconius cydno chioneus 553 P
*tip #50 not mapped to OTT. Original label - Heliconius doris 8645 Pe
*tip #17 not mapped to OTT. Original label - Heliconius hecale 261 C
Cethosia myrina
*tip #70 not mapped to OTT. Original label - Heliconius sara 8211 FG
Heliconius xanthocles
Dione juno
Eueides heliconioides
*tip #48 not mapped to OTT. Original label - Heliconius melpomene rosina 811 P
Heliconius ismenius
*tip #16 not mapped to OTT. Original label - Heliconius hecale WOM P
*tip #21 not mapped to OTT. Original label - Heliconius melpomene meriana 13819 FG
Heliconius egeria
*tip #9 not mapped to OTT. Original label - Heliconius xanthocles 9106
*tip #39 not mapped to OTT. Original label - Heliconius timareta 9223 Pe
*tip #5 not mapped to OTT. Original label - Eueides procula browni AN8 V
*tip #27 not mapped to OTT. Original label - Heliconius luciana AN3 V
Heliconius congener
Heliconius pachinus
*tip #58 not mapped to OTT. Original label - Heliconius hecuba 8549 E
*tip #6 not mapped to OTT. Original label - Heliconius erato hydara NCS2609 FG
*tip #13 not mapped to OTT. Original label - Heliconius ethilla 09 67 Pe   
*tip #13 not mapped to OTT. Original label - Heliconius numata o203 m05 Pe
Heliconius melpomene rosina
*tip #74 not mapped to OTT. Original label - Heliconius erato demophoon 8054 P
Actinote surima
*tip #3 not mapped to OTT. Original label - Heliconius sara 8211 FG
*tip #24 not mapped to OTT. Original label - Heliconius melpomene cythera 2856 E
*tip #22 not mapped to OTT. Original label - Heliconius elevatus 09 163 Pe
*tip #67 not mapped to OTT. Original label - Heliconius sapho 8126 E
Eueides tales
Dryadula phaetusa
Heliconius hermathena
*tip #8 not mapped to OTT. Original label - Heliconius hecuba 8550
Philaethria dido
*tip #12 not mapped to OTT. Original label - Heliconius wallacei 8687 Pe
Podotricha euchroia
Philaethria pygmalion
Heliconius hecuba
Acraea pseudegina
*tip #86 not mapped to OTT. Original label - Philaethria pygmalion MCZ115415 B
*tip #6 not mapped to OTT. Original label - Eueides procula browni AN7 V
*tip #78 not mapped to OTT. Original label - Heliconius erato emma NCS1673 Pe
*tip #15 not mapped to OTT. Original label - Heliconius pardalinus sergestus 09 202 Pe
*tip #63 not mapped to OTT. Original label - Heliconius charithonia 2923 E
*tip #1 not mapped to OTT. Original label - Acraea encedon fj556
*tip #85 not mapped to OTT. Original label - Dryas iulia NW108 24 CR
*tip #10 not mapped to OTT. Original label - Heliconius wallacei flavescens 8132 E
Heliconius cydno cordula
*tip #4 not mapped to OTT. Original label - Heliconius erato lativitta WOM03 E
Heliconius godmani
*tip #18 not mapped to OTT. Original label - Heliconius hecale 71 C
*tip #84 not mapped to OTT. Original label - Dryas iulia 293 FG
Heliconius erato petiverana
*tip #31 not mapped to OTT. Original label - Heliconius heurippa 8 C
*tip #81 not mapped to OTT. Original label - Heliconius clysonymus 2 C
*tip #12 not mapped to OTT. Original label - Heliconius besckei 1C B
