name
Liliopsida_environmental_sample_ott5148681
Acoraceae_ott162554
node2
node4
Lemnoideae_ott1085578
Petrosaviaceae_ott512921
node10
node11
node13
Arecaceae_ott526437
node18
node21
_ott548682'
Alpinia_vulcanica_ott548680
Alpinia_warburgii_ott548678
Alpinia_uraiensis_ott506633
Alpinia_mesanthera_ott506629
Alpinia_tonrokuensis_ott506627
Alpinia_latilabris_ott498588
Alpinia_modesta_ott498586
Alpinia_hookeriana_ott498584
Alpinia_kwangsiensis_ott498582
Alpinia_guangdongensis_ott498580
Alpinia_haenkei_ott498578
Alpinia_fax_ott498576
Alpinia_flabellata_ott498574
Alpinia_eremochlamys_ott498572
Alpinia_eubractea_ott498570
Alpinia_elegans_ott477397
Alpinia_foxworthyi_ott477395
Alpinia_luteocarpa_ott477392
Alpinia_officinarum_ott477388
Alpinia_abundiflora_ott447916
Alpinia_aenea_ott447914
Alpinia_vittata_ott383101
Alpinia_suishaensis_ott321812
Alpinia_rafflesiana_ott321810
Alpinia_aff._calycodes_Baker_1051_ott312713
Alpinia_cf._aenea_Argent_et_al._0016_ott312712
Alpinia_chinensis_ott216369
Alpinia_havilandii_ott165643
Alpinia_hansenii_ott165641
Alpinia_tonkinensis_ott144297
Alpinia_pumila_ott144293
Alpinia_pinnanensis_ott144291
Alpinia_oxyphylla_ott144287
Alpinia_napoensis_ott144285
Alpinia_strobiliformis_ott855906
Alpinia_stachyodes_ott144275
Alpinia_nigra_ott103595
Alpinia_polyantha_ott103593
Alpinia_coriacea_ott103590
Alpinia_intermedia_ott103588
Alpinia_blepharocalyx_ott677525
Alpinia_conchigera_ott103584
Alpinia_maclurei_ott103582
Alpinia_japonica_ott103577
Alpinia_smithiae_ott66947
Alpinia_zerumbet_ott55230
Alpinia_carolinensis_ott6322
Alpinia_calcarata_ott6320
Alpinia_shimadae_ott5852
node23
Elettariopsis_ott3447
Philydraceae_ott775194
Haemodoraceae_ott81220
Hanguana_ott436800
Tripagandra_ott5715717
Phaeosphaeriona_ott5715720
Leptorhoes_ott5715719
Geanthia_ott5715718
Dithyrocarpus_ott5325440
Dichoespermum_ott5325451
Athyrocarpus_ott5325446
Aclisia_ott5494822
Matudanthus_ott3945817
Sauvallea_ott3945845
Tapheocarpa_ott3945842
Streptolirion_ott3945840
Dictyospermum_ott3945836
Porandra_ott3945831
Tricarpelema_ott3945829
Pseudoparis_ott3945822
Aetheolirion_ott3945820
Triceratella_ott3945816
Coleotrype_ott1048097
Floscopa_ott1048095
Buforrestia_ott907639
Cochliostema_ott1048107
Plowmanianthus_ott747325
Elasis_ott620171
Geogenanthus_ott521915
Polyspatha_ott521904
Gibasoides_ott31041
Anthericopsis_ott133702
Amischotolype_ott471611
Cartonema_ott907636
Aneilema_ott907632
Belosynapsis_ott471617
node27
Stanfieldiella_ott128
Rhopalephora_ott124
node29
