ID,CollectorNumber,Collector,Collector_CollectorNumber,species,infrageneric_rank,infrageneric_name,Lat_y,Long_x,Poll
7281,22720,LBHolm-Nielsen,LBHolm-Nielsen_22720,aemygdiana,,,-1.42,-77.03,0
7281,22720,LBHolm-Nielsen,LBHolm-Nielsen_22720,aemygdiana,,,-1.42,-77.03,0
6570,22917,AGentry,AGentry_22917,aemygdiana,,,-5.65,-78.33,0
6570,22917,AGentry,AGentry_22917,aemygdiana,,,-5.65,-78.33,0
6570,22917,AGentry,AGentry_22917,aemygdiana,,,-5.65,-78.33,0
10701,22952,TBCroat,TBCroat_22952,ramonensis,var.,xanthotricha,8.65,-80.13,1
800,23104,AGentry,AGentry_23104,vellerigera,,,-5.2,-78.3,1
13463,23599,PPMoreno,PPMoreno_23599,mariae,,,12.92,-85.23,0
9129,23755,AGentry&EARenteria,AGentry&EARenteria_23755,atratensis,,,5.54,-76.63,1
13689,23765,PPMoreno,PPMoreno_23765,mariae,,,13.13,-84.92,0
8643,23811,SMori,SMori_23811,marginata,,,3.6667,-53.2333,0
12953,23844,WDStevens,WDStevens_23844,pogonantha,,,10.68,-83.63,1
12953,23844,WDStevens,WDStevens_23844,pogonantha,,,10.68,-83.63,1
19739,23863,AGentry&ERenteria,AGentry&ERenteria_23863,regalis,,,5.62,-76.65,1
9131,23880,AGentry&ERenteria,AGentry&ERenteria_23880,regalis,,,5.75,-76.55,1
19742,23900,AGentry&ERenteria,AGentry&ERenteria_23900,nigripraefixa,,,5.75,-76.53,0
18399,23923,PNunez&HBeltran&RdelaColina&WNauray&JTenteyoP,PNunez&HBeltran&RdelaColina&WNauray&JTenteyoP_23923,aemygdiana,,,-11.8825,-72.6516667,0
18399,23923,PNunez&HBeltran&RdelaColina&WNauray&JTenteyoP,PNunez&HBeltran&RdelaColina&WNauray&JTenteyoP_23923,aemygdiana,,,-11.8825,-72.6516667,0
18399,23923,PNunez&HBeltran&RdelaColina&WNauray&JTenteyoP,PNunez&HBeltran&RdelaColina&WNauray&JTenteyoP_23923,aemygdiana,,,-11.8825,-72.6516667,0
9106,24093,AGentry&ERenteria,AGentry&ERenteria_24093,regalis,,,5.29,-76.67,1
19741,24107,AGentry&ERenteria,AGentry&ERenteria_24107,nigripraefixa,,,5.29,-76.67,0
13023,24110,WDStevens,WDStevens_24110,pogonantha,,,10.78,-83.58,1
13023,24110,WDStevens,WDStevens_24110,pogonantha,,,10.78,-83.58,1
14201,24153,TBCroat,TBCroat_24153,mariae,,,16.28,-89.02,0
19740,24400,AGentry&ERenteria,AGentry&ERenteria_24400,mucilagina,,,5.53,-76.63,1
7811,24454,LBHolm-Nielsen,LBHolm-Nielsen_24454,griggsiana,,,0,-78.67,0
7406,24720,AGentry,AGentry_24720,longa,,,-0.58,-79.37,1
7351,24721,AGentry,AGentry_24721,harlingii,,,-0.58,-79.37,0
6856,24866,AGentry,AGentry_24866,standleyi,,,-3.75,-73.33,1
10722,25239,TBCroat,TBCroat_25239,magnifica,,,8.69,-79.92,1
8397,25276,LBHolm-Nielsen,LBHolm-Nielsen_25276,nigripraefixa,,,1.07,-78.98,0
10622,25311,TBCroat,TBCroat_25311,ramonensis,var.,xanthotricha,8.63,-80.12,1
19309,25389,AGentry,AGentry_25389,rostrata,,,-3.48,-73.1,1
6436,25586,AGentry,AGentry_25586,chartacea,,,-8.21,-76.61,0
8362,25884,LBHolm-Nielsen,LBHolm-Nielsen_25884,curtispatha,,,1,-78.8,1
8362,25884,LBHolm-Nielsen,LBHolm-Nielsen_25884,curtispatha,,,1,-78.8,1
12030,26093,TBCroat,TBCroat_26093,longa,,,9.42,-79.55,1
11942,26113,TBCroat,TBCroat_26113,platystachys,,,9.42,-79.55,0
19060,26259,AHGentry,AHGentry_26259,chartacea,,,-3.9,-73.78,0
19728,26601,AGentry&GSchupp,AGentry&GSchupp_26601,griggsiana,,,0.93,-78.15,0
19717,26669,AGentry&GSchupp,AGentry&GSchupp_26669,aemygdiana,subsp.,transandina,-0.63,-79.27,0
19717,26669,AGentry&GSchupp,AGentry&GSchupp_26669,aemygdiana,subsp.,transandina,-0.63,-79.27,0
19717,26669,AGentry&GSchupp,AGentry&GSchupp_26669,aemygdiana,subsp.,transandina,-0.63,-79.27,0
19712,26686,AHGentry,AHGentry_26686,longa,,,-0.58,-79.37,1
6107,26727,AGentry,AGentry_26727,lingulata,,,-12.68,-71.25,0
6103,26734,AGentry,AGentry_26734,episcopalis,,,-12.68,-71.25,0
10874,27140,TBCroat,TBCroat_27140,nigripraefixa,,,8.56,-77.48,0
10883,27141,TBCroat,TBCroat_27141,nigripraefixa,,,8.56,-77.48,0
5525,27151,ABurkart,ABurkart_27151,subulata,subsp.,gracilis,-26.84,-65.23,0
6101,27276,AGentry,AGentry_27276,subulata,,,-12.58,-71.25,0
13490,27357,GRProctor,GRProctor_27357,mariae,,,12.18,-84.18,0
6105,27383,AGentry,AGentry_27383,rostrata,,,-12.73,-71.35,1
10525,27390,TBCroat,TBCroat_27390,pogonantha,var.,veraguasensis,8.55,-81.17,1
10525,27390,TBCroat,TBCroat_27390,pogonantha,var.,veraguasensis,8.55,-81.17,1
10473,27515,TBCroat,TBCroat_27515,pogonantha,var.,veraguasensis,8.55,-81.17,1
10473,27515,TBCroat,TBCroat_27515,pogonantha,var.,veraguasensis,8.55,-81.17,1
19312,27710,AGentry,AGentry_27710,juruana,,,-3.48,-73.1,1
7267,29017,GLWebster,GLWebster_29017,episcopalis,,,-1.08,-77.67,0
7452,29046,GLWebster,GLWebster_29046,griggsiana,,,-0.12,-78.63,0
19688,29068,AHGentry,AHGentry_29068,chartacea,,,-3.47,-72.8,0
19059,29262,AHGentry,AHGentry_29262,chartacea,,,-4.08,-72.8,0
6466,29377,AGentry,AGentry_29377,rostrata,,,-8.33,-74.55,1
6292,29543,RVasquez,RVasquez_29543,aemygdiana,,,-10.49,-75.11,0
6292,29543,RVasquez,RVasquez_29543,aemygdiana,,,-10.49,-75.11,0
6292,29543,RVasquez,RVasquez_29543,aemygdiana,,,-10.49,-75.11,0
6355,29553,AGentry,AGentry_29553,subulata,subsp.,subulata,-9.08,-75.8,0
6229,29573,RVasquez,RVasquez_29573,subulata,,,-10.49,-75.11,0
6268,29622,RVasquez,RVasquez_29622,chartacea,,,-10.49,-75.11,0
7114,29754,AGentry,AGentry_29754,chartacea,,,-2.8,-76.47,0
6237,29817,RVasquez,RVasquez_29817,lingulata,,,-10.42,-75.01,0
6212,29858,RVasquez,RVasquez_29858,rostrata,,,-10.39,-75.07,1
6250,29874,RVasquez,RVasquez_29874,subulata,,,-10.39,-75.07,0
19317,29895,AGentry,AGentry_29895,juruana,,,-3.47,-72.8,1
19302,29943,AHGentry,AHGentry_29943,chartacea,,,-4.5,-73.5,0
7571,30048,JBrandbyge&Asanza,JBrandbyge&Asanza_30048,vellerigera,,,-0.58,-76.9,1
7667,30097,JBrandbyge&Asanza,JBrandbyge&Asanza_30097,vellerigera,,,-0.55,-76.9,1
9112,30248,AGentry,AGentry_30248,nigripraefixa,,,5.75,-76.57,0
19698,30744,AGentry,AGentry_30744,marginata,,,-1.27,-79.7,0
19711,30775,AGentry&JCLoor,AGentry&JCLoor_30775,longa,,,-0.9,-79.62,1
7034,30810,AGentry,AGentry_30810,harlingii,,,-2.45,-79.11,0
19303,30862,AGentry,AGentry_30862,peteriana,,,-3.16,-78.46,1
19304,30926,AHGentry,AHGentry_30926,aemygdiana,subsp.,aemygdiana,-3.22,-78.4,0
19304,30926,AHGentry,AHGentry_30926,aemygdiana,subsp.,aemygdiana,-3.22,-78.4,0
19304,30926,AHGentry,AHGentry_30926,aemygdiana,subsp.,aemygdiana,-3.22,-78.4,0
19289,31146,AHGentry,AHGentry_31146,chartacea,,,-8.67,-75,0
6459,31149,AGentry,AGentry_31149,juruana,,,-8.67,-75,1
6460,31208,AGentry,AGentry_31208,episcopalis,,,-8.68,-75,0
12975,31288,GDavidse,GDavidse_31288,pogonantha,var.,holerythra,10.65,-83.68,1
12975,31288,GDavidse,GDavidse_31288,pogonantha,var.,holerythra,10.65,-83.68,1
6830,31317,AGentry,AGentry_31317,standleyi,,,-3.95,-73.33,1
19311,31336,AGentry,AGentry_31336,juruana,,,-3.95,-73.33,1
7341,31461,JBrandbyge&Asanza,JBrandbyge&Asanza_31461,episcopalis,,,-1.65,-75.97,0
19689,31475,AHGentry,AHGentry_31475,juruana,,,-3.46667,-72.8,1
7019,31897,JBrandbyge&Asanza,JBrandbyge&Asanza_31897,chartacea,,,-2.38,-77.5,0
7079,31969,JBrandbyge&Asanza,JBrandbyge&Asanza_31969,vellerigera,,,-2.38,-77.5,1
7018,32060,JBrandbyge&Asanza,JBrandbyge&Asanza_32060,aemygdiana,,,-2.38,-77.5,0
7018,32060,JBrandbyge&Asanza,JBrandbyge&Asanza_32060,aemygdiana,,,-2.38,-77.5,0
7018,32060,JBrandbyge&Asanza,JBrandbyge&Asanza_32060,aemygdiana,,,-2.38,-77.5,0
6824,32140,AGentry,AGentry_32140,standleyi,,,-3.75,-73.33,1
7086,32140,JBrandbyge&Asanza,JBrandbyge&Asanza_32140,aemygdiana,,,-2.38,-77.5,0
7086,32140,JBrandbyge&Asanza,JBrandbyge&Asanza_32140,aemygdiana,,,-2.38,-77.5,0
7086,32140,JBrandbyge&Asanza,JBrandbyge&Asanza_32140,aemygdiana,,,-2.38,-77.5,0
7026,32142,JBrandbyge&Asanza,JBrandbyge&Asanza_32142,episcopalis,,,-2.38,-77.5,0
6873,32155,AGentry,AGentry_32155,rostrata,,,-3.75,-73.33,1
6217,32216,RVasquez,RVasquez_32216,chartacea,,,-10.33,-75.27,0
7088,32316,JBrandbyge&Asanza,JBrandbyge&Asanza_32316,episcopalis,,,-2.42,-77.33,0
7091,32372,JBrandbyge&Asanza,JBrandbyge&Asanza_32372,chartacea,,,-2.42,-77.33,0
7025,32427,JBrandbyge&Asanza,JBrandbyge&Asanza_32427,episcopalis,,,-2.42,-77.33,0
7894,33040,Andrade,Andrade_33040,rostrata,,,0.08,-75.87,1
7899,33144,Andrade,Andrade_33144,rostrata,,,0.08,-75.87,1
7711,33632,JBrandbyge,JBrandbyge_33632,juruana,,,-0.1,-76,1
5820,33727,MNee,MNee_33727,lingulata,,,-17.74,-63.2,0
5800,33727,nd,nd_33727,lingulata,,,-17.783333,-63.2,0
10453,33846,TBCroat,TBCroat_33846,pogonantha,var.,veraguasensis,8.51,-81.12,1
10453,33846,TBCroat,TBCroat_33846,pogonantha,var.,veraguasensis,8.51,-81.12,1
10540,34255,TBCroat&JPFolsom,TBCroat&JPFolsom_34255,pogonantha,,,8.53,-81.13,1
10540,34255,TBCroat&JPFolsom,TBCroat&JPFolsom_34255,pogonantha,,,8.53,-81.13,1
19722,34953,AHGentry,AHGentry_34953,fragilis,,,1.34,-78.14,0
18561,35442,MNee,MNee_35442,subulata,,,-17.6,-63.6,0
5823,35442,MNee,MNee_35442,subulata,,,-17.5,-63.6,0
19731,35664,AHGentry,AHGentry_35664,spiralis,,,3.6,-76.87,1
18969,35679,AHGentry,AHGentry_35679,nigripraefixa,,,3.67,-76.83,0
19730,35689,AHGentry,AHGentry_35689,spiralis,,,3.67,-76.83,1
12964,35722,TBCroat,TBCroat_35722,pogonantha,,,10.46,-83.99,1
12964,35722,TBCroat,TBCroat_35722,pogonantha,,,10.46,-83.99,1
7532,35779,Allgaard,Allgaard_35779,subulata,,,-0.27,-77.77,0
14199,35858,GRProctor,GRProctor_35858,mariae,,,16.2,-89.05,0
5761,35969,MNee,MNee_35969,lingulata,,,-18.11,-63.95,0
5757,35970,MNee,MNee_35970,rostrata,,,-18.11,-63.95,1
5760,35972,MNee,MNee_35972,episcopalis,,,-18.11,-63.95,0
6444,36375,AGentry,AGentry_36375,juruana,,,-8.75,-75.03,1
9108,36864,AGentry&JMBrand,AGentry&JMBrand_36864,regalis,,,5.75,-76.53,1
19743,36948,AGentry&JBrandM,AGentry&JBrandM_36948,atratensis,,,5.5,-76.62,1
9760,37083,AGentry,AGentry_37083,curtispatha,,,7.25,-76.78,1
9760,37083,AGentry,AGentry_37083,curtispatha,,,7.25,-76.78,1
7790,37135,Filskov,Filskov_37135,griggsiana,,,0.13,-78.68,0
13105,37194,RLWilbur,RLWilbur_37194,longa,,,10.43,-84,1
7781,37616,Allgaard,Allgaard_37616,harlingii,,,0.2,-78.77,0
7778,37676,Allgaard,Allgaard_37676,harlingii,,,0.2,-78.77,0
7813,37683,Allgaard,Allgaard_37683,harlingii,,,0.2,-78.77,0
7820,37767,Allgaard,Allgaard_37767,harlingii,,,0.17,-78.77,0
5816,37775,MLewis,MLewis_37775,subulata,,,-17.83,-63.8,0
7801,37821,BOllgaard,BOllgaard_37821,fragilis,,,0.17,-78.77,0
6532,37853,AGentry,AGentry_37853,zebrina,,,-6.5,-76.33,0
6531,37857,AGentry,AGentry_37857,rostrata,,,-6.5,-76.33,1
18568,38074,MNee,MNee_38074,episcopalis,,,-17.5666667,-63.7333333,0
6591,38084,AGentry,AGentry_38084,episcopalis,,,-5.03,-74.5,0
19295,38107,AGentry,AGentry_38107,juruana,,,-5.03,-74.5,1
18569,38114,MNee,MNee_38114,subulata,,,-17.5666667,-63.7333333,0
5755,38163,MNee,MNee_38163,lingulata,,,-18.11,-63.95,0
5798,38164,MNee,MNee_38164,rostrata,,,-17.57,-63.73,1
5764,38165,MNee,MNee_38165,rostrata,,,-18.11,-63.95,1
18572,38654,MNee,MNee_38654,subulata,,,-14.7166667,-62.7666667,0
7425,38679,TBCroat,TBCroat_38679,aemygdiana,,,-0.58,-79.37,0
7425,38679,TBCroat,TBCroat_38679,aemygdiana,,,-0.58,-79.37,0
7425,38679,TBCroat,TBCroat_38679,aemygdiana,,,-0.58,-79.37,0
7607,39002,JLLuteyn,JLLuteyn_39002,aemygdiana,,,-0.52,-76.38,0
7607,39002,JLLuteyn,JLLuteyn_39002,aemygdiana,,,-0.52,-76.38,0
7607,39002,JLLuteyn,JLLuteyn_39002,aemygdiana,,,-0.52,-76.38,0
7595,39058,BLarsen&JLLuteyn,BLarsen&JLLuteyn_39058,chartacea,,,-0.5166666,-76.38333,0
5788,39406,MNee,MNee_39406,subulata,,,-17.5,-63.73,0
19318,39529,AGentry,AGentry_39529,chartacea,,,-3.25,-72.92,0
5827,39770,MNee,MNee_39770,subulata,,,-17.67,-63.57,0
14506,39873,MNee,MNee_39873,episcopalis,,,-17.416666,-63.825,0
5765,39889,MNee,MNee_39889,rostrata,,,-18.11,-63.95,1
6262,40076,AGentry,AGentry_40076,aemygdiana,subsp.,aemygdiana,-10.08,-75.58,0
6262,40076,AGentry,AGentry_40076,aemygdiana,subsp.,aemygdiana,-10.08,-75.58,0
6262,40076,AGentry,AGentry_40076,aemygdiana,subsp.,aemygdiana,-10.08,-75.58,0
6254,40078,AGentry,AGentry_40078,lingulata,,,-10.08,-75.58,0
7397,40119,Kvist&Holm-Nielsen,Kvist&Holm-Nielsen_40119,curtispatha,,,-0.35,-79.37,1
7397,40119,Kvist&Holm-Nielsen,Kvist&Holm-Nielsen_40119,curtispatha,,,-0.35,-79.37,1
18594,40120,Kvist&Holm-Nielsen,Kvist&Holm-Nielsen_40120,aemygdiana,,,-0.35,-79.3666667,0
18594,40120,Kvist&Holm-Nielsen,Kvist&Holm-Nielsen_40120,aemygdiana,,,-0.35,-79.3666667,0
18594,40120,Kvist&Holm-Nielsen,Kvist&Holm-Nielsen_40120,aemygdiana,,,-0.35,-79.3666667,0
7785,40434,Kvist,Kvist_40434,longa,,,0.8,-78.9,1
5828,40578,MNee,MNee_40578,episcopalis,,,-17.5,-63.6,0
19732,40754,AGentry,AGentry_40754,spiralis,,,3.67,-76.83,1
8577,40880,AGentry,AGentry_40880,venusta,,,3.13,-76.67,0
9407,40966,AGentry,AGentry_40966,pogonantha,,,6.25,-77.42,1
9407,40966,AGentry,AGentry_40966,pogonantha,,,6.25,-77.42,1
6369,41473,AGentry,AGentry_41473,subulata,subsp.,subulata,-9.12,-75.83,0
19316,43131,AGentry,AGentry_43131,juruana,,,-3.47,-72.83,1
5796,43231,MNee,MNee_43231,rostrata,,,-17.5,-63.6,1
6056,43235,AGentry,AGentry_43235,subulata,subsp.,subulata,-13.32,-72.52,0
5815,43250,MNee,MNee_43250,episcopalis,,,-17.5,-63.6,0
5826,43320,MNee,MNee_43320,lingulata,,,-17.5,-63.6,0
13000,43326,TBCroat,TBCroat_43326,pogonantha,var.,pubescens,10,-83.57,1
13000,43326,TBCroat,TBCroat_43326,pogonantha,var.,pubescens,10,-83.57,1
7457,43954,Lawesson,Lawesson_43954,aemygdiana,,,-0.85,-78.47,0
7457,43954,Lawesson,Lawesson_43954,aemygdiana,,,-0.85,-78.47,0
7457,43954,Lawesson,Lawesson_43954,aemygdiana,,,-0.85,-78.47,0
19285,44263,AHGentry,AHGentry_44263,aemygdiana,subsp.,aemygdiana,-15.75,-67.48,0
19285,44263,AHGentry,AHGentry_44263,aemygdiana,subsp.,aemygdiana,-15.75,-67.48,0
19285,44263,AHGentry,AHGentry_44263,aemygdiana,subsp.,aemygdiana,-15.75,-67.48,0
6353,44886,AGentry,AGentry_44886,rostrata,,,-9.37,-75.93,1
5767,45214,MNee,MNee_45214,episcopalis,,,-18.11,-63.95,0
5756,45218,MNee,MNee_45218,rostrata,,,-18.11,-63.95,1
5797,45975,MNee,MNee_45975,episcopalis,,,-17.5,-63.6,0
5830,45990,MNee,MNee_45990,rostrata,,,-17.5,-63.6,1
5787,46001,MNee,MNee_46001,episcopalis,,,-17.5,-63.6,0
5805,47088,MHNee,MHNee_47088,lingulata,,,-17,-63.2,0
5807,47088,MNee,MNee_47088,lingulata,,,-16.98,-63.18,0
7782,48180,Barfod,Barfod_48180,longa,,,0.8,-78.9,1
8586,48189,AGentry,AGentry_48189,spiralis,,,3.63,-76.75,1
8582,48277,AGentry,AGentry_48277,spiralis,,,3.75,-76.92,1
8407,48631,Barfod,Barfod_48631,griggsiana,,,1.08,-78.28,0
24020,49569,GHatschbach,GHatschbach_49569,subulata,ssp.,gracillis,-25.5478,-54.5881,0
5768,49685,MHNee,MHNee_49685,subulata,subsp.,subulata,-18.1,-63.792,0
5758,49685,MNee,MNee_49685,subulata,,,-18.11,-63.95,0
5783,50232,MNee,MNee_50232,rostrata,,,-17.28,-64.23,1
5845,51270,TBCroat,TBCroat_51270,subulata,,,-16.95,-65.42,0
5782,51626,MNee,MNee_51626,rostrata,,,-17.4,-64.13,1
6588,52115,AGentry,AGentry_52115,episcopalis,,,-5.92,-76.13,0
6585,52122,AGentry,AGentry_52122,rostrata,,,-5.92,-76.13,1
19294,52187,AGentry,AGentry_52187,chartacea,,,-6,-76.22,0
8594,53159,AGentry,AGentry_53159,venusta,,,3.5,-76.58,0
8813,53377,AGentry,AGentry_53377,regalis,,,4.03,-76.25,1
22565,53961,MNee&JWen,MNee&JWen_53961,aemygdiana,,,-17,-65.43,0
22565,53961,MNee&JWen,MNee&JWen_53961,aemygdiana,,,-17,-65.43,0
22565,53961,MNee&JWen,MNee&JWen_53961,aemygdiana,,,-17,-65.43,0
8805,54099,AGentry,AGentry_54099,chartacea,,,4.33,-76.23,0
13210,54376,TBCroat,TBCroat_54376,marginata,,,10.52,-63.1,0
6860,54668,AGentry,AGentry_54668,rostrata,,,-3.5,-73.02,1
7740,55566,TBCroat,TBCroat_55566,longa,,,0.43,-79.05,1
21509,56280,TBCroat,TBCroat_56280,xanthovillosa,,,5.73,-76.72,1
19735,56592,TBCroat,TBCroat_56592,aemygdiana,,,4.82,-76.13,0
19735,56592,TBCroat,TBCroat_56592,aemygdiana,,,4.82,-76.13,0
19735,56592,TBCroat,TBCroat_56592,aemygdiana,,,4.82,-76.13,0
6121,57499,AGentry,AGentry_57499,episcopalis,,,-12.83,-69.28,0
6164,57717,TBCroat,TBCroat_57717,lingulata,,,-11.01,-75.46,0
6469,58482,AGentry,AGentry_58482,rostrata,,,-8.03,-73.92,1
5729,59426,AGentry,AGentry_59426,subulata,subsp.,gracilis,-24.5,-55.2,0
8392,60420,AGentry,AGentry_60420,venusta,,,1.07,-78.03,0
7638,60533,Balslev,Balslev_60533,chartacea,,,-0.53,-76.38,0
7241,61228,PMJorgensen&JMOlesen,PMJorgensen&JMOlesen_61228,aemygdiana,,,-1.05,-77.55,0
7241,61228,PMJorgensen&JMOlesen,PMJorgensen&JMOlesen_61228,aemygdiana,,,-1.05,-77.55,0
7241,61228,PMJorgensen&JMOlesen,PMJorgensen&JMOlesen_61228,aemygdiana,,,-1.05,-77.55,0
6951,61727,AGentry,AGentry_61727,juruana,,,-3.47,-72.83,1
6504,62497,TBCroat,TBCroat_62497,juruana,,,-7.62,-72.6,1
6270,63234,AGentry,AGentry_63234,lingulata,,,-10.75,-75.27,0
6280,63246,AGentry,AGentry_63246,zebrina,,,-10.75,-75.17,0
6215,63255,AGentry,AGentry_63255,penduloides,,,-10.5,-75.08,0
6239,63271,AGentry,AGentry_63271,penduloides,,,-10.42,-75.17,0
8843,65318,AGentry,AGentry_65318,venusta,,,4.58,-75.75,0
22360,65482,AHGentry,AHGentry_65482,gigantea,,,3.63,-76.55,0
8573,65842,AGentry,AGentry_65842,gigantea,,,3.63,-76.55,0
10282,66552,TBCroat,TBCroat_66552,ramonensis,var.,lanuginosa,8.75,-82.3,1
10307,66552,TBCroat,TBCroat_66552,danielsiana,,,8.75,-82.3,1
18642,66552,TBCroat,TBCroat_66552,ramonensis,var.,lanuginosa,8.75,-82.3,1
10674,67193,TBCroat,TBCroat_67193,ramonensis,var.,xanthotricha,8.63,-80.15,1
6120,68997,AGentry,AGentry_68997,marginata,,,-12.58,-69.08,0
18646,68997,AHGentry,AHGentry_68997,marginata,,,-12.5833333,-69.0833333,0
6122,68997,nd,nd_68997,marginata,,,-12.583333,-69.083336,0
7564,69414,RNMowbray,RNMowbray_69414,aemygdiana,,,-0.42,-76.62,0
7564,69414,RNMowbray,RNMowbray_69414,aemygdiana,,,-0.42,-76.62,0
7564,69414,RNMowbray,RNMowbray_69414,aemygdiana,,,-0.42,-76.62,0
7655,69817,RNMowbray,RNMowbray_69817,rostrata,,,-0.42,-76.62,1
9170,70047,TBCroat,TBCroat_70047,venusta,,,5.53,-75.65,0
7795,70076,AGentry,AGentry_70076,nigripraefixa,,,0.92,-78.58,0
18653,70354,TCroat&JWatt,TCroat&JWatt_70354,atratensis,,,4.15,-77.1833333,1
7584,72605,TBCroat,TBCroat_72605,aemygdiana,subsp.,aemygdiana,-0.43,-76.88,0
7584,72605,TBCroat,TBCroat_72605,aemygdiana,subsp.,aemygdiana,-0.43,-76.88,0
7584,72605,TBCroat,TBCroat_72605,aemygdiana,subsp.,aemygdiana,-0.43,-76.88,0
7650,72607,TBCroat,TBCroat_72607,episcopalis,,,-0.43,-76.88,0
7764,72937,AGentry,AGentry_72937,nigripraefixa,,,0.62,-79.85,0
6163,73269,AGentry,AGentry_73269,lingulata,,,-11.08,-75.42,0
6165,73279,AGentry,AGentry_73279,rostrata,,,-11.08,-75.42,1
6021,75533,AGentry,AGentry_75533,episcopalis,,,-14.63,-60.7,0
6028,75563,AGentry,AGentry_75563,rostrata,,,-14.63,-60.7,1
9433,75830,AGentry,AGentry_75830,nigripraefixa,,,6.58,-76.83,0
9411,75830,AHGentry,AHGentry_75830,nigripraefixa,,,6.5833335,-76.833336,0
6672,75869,Madsen&Bloch,Madsen&Bloch_75869,subulata,,,-4.22,-78.93,0
6910,76366,AHGentry,AHGentry_76366,juruana,,,-3.47,-72.83,1
11065,76633,WJKress,WJKress_76633,platystachys,,,9.6,-84.31,0
6066,76912,AGentry,AGentry_76912,rostrata,,,-13.35,-69.67,1
6069,77034,AGentry,AGentry_77034,subulata,,,-13.5,-69.75,0
6141,78215,AGentry,AGentry_78215,marginata,,,-12.83,-69.28,0
6117,78215,AHGentry,AHGentry_78215,marginata,,,-12.833333,-69.28333,0
6607,80968,AHGentry,AHGentry_80968,vellerigera,,,-4.3,-78.67,1
6347,81866,TBCroat,TBCroat_81866,zebrina,,,-9.25,-76.04,0
12311,114789,JASteyermark,JASteyermark_114789,marginata,,,9.09,-61.1,0
10952,115289,JASteyermark,JASteyermark_115289,marginata,,,8.75,-62,0
9773,119148,JASteyermark,JASteyermark_119148,platystachys,,,7.59,-72.15,0
12824,124229,WBurger,WBurger_124229,ramonensis,,,10.21,-84.61,1
21077,125696,PPMoreno,PPMoreno_125696,pogonantha,,,11.6,-83.65,1
21077,125696,PPMoreno,PPMoreno_125696,pogonantha,,,11.6,-83.65,1
