ID,species,Lat_y,Long_x
17548,dielsiana,-3.15,-78.42
19409,dielsiana,-0.669186,-77.793889
22525,dielsiana,2.8,-74.85
22540,dielsiana,2.783333,-74.85
22774,dielsiana,-0.378611,-77.821944
22777,dielsiana,-4.033189,-79.006539
22778,dielsiana,-4.543806,-79.131633
22779,dielsiana,1.760936,-75.780739
24493,dielsiana,,
15419,donstonea,,
15960,donstonea,,
22780,donstonea,1.353122,-78.162472
22781,donstonea,1.508458,-77.049397
22393,ecuadoriensis,0.33,-79.47
2111,episcopalis,-0.483056,-76.973056
2299,episcopalis,-1.071451,-77.614747
4196,episcopalis,-1.033181,-77.666899
5747,episcopalis,-17.1,-64.81
5751,episcopalis,-19.507221,-39.887222
5760,episcopalis,-18.11,-63.95
5775,episcopalis,-17.02,-65.44
5784,episcopalis,-17.05,-64.53
5794,episcopalis,-17.58,-63.63
5802,episcopalis,-16.5,-64.8
5803,episcopalis,-17,-64.77
5828,episcopalis,-17.5,-63.6
5843,episcopalis,-16.54,-65.49
5882,episcopalis,-15.67,-62.81
5896,episcopalis,-15.154,-39.531
5898,episcopalis,-15.155,-39.523
5907,episcopalis,-15.155,-39.524
5934,episcopalis,-14.61,-67.65
5936,episcopalis,-14.65,-67.79
5946,episcopalis,-14.55,-67.5
5957,episcopalis,-14.5,-66.62
5958,episcopalis,-14.83,-64.39
5964,episcopalis,-14.8,-63.97
6011,episcopalis,-14.72,-60.93
6021,episcopalis,-14.63,-60.7
6037,episcopalis,-14.3,-39.4
6038,episcopalis,-14.8,-39.2
6046,episcopalis,-14.322,-39.287
6085,episcopalis,-13.59,-60.91
6103,episcopalis,-12.68,-71.25
6115,episcopalis,-12.53,-69.05
6121,episcopalis,-12.83,-69.28
6146,episcopalis,-12.25,-69.28
6168,episcopalis,-11.79,-72.7
6174,episcopalis,-12.82,-69.28
6183,episcopalis,-12.66,-68.74
6198,episcopalis,-11.44,-69
6204,episcopalis,-11.03,-66.12
6281,episcopalis,-10.2,-75.22
6295,episcopalis,-10.25,-75.15
6325,episcopalis,-10.2,-70.95
6368,episcopalis,-9.03,-75.5
6375,episcopalis,-9.045,-72.27
6404,episcopalis,-9.975,-67.81
6460,episcopalis,-8.68,-75
6478,episcopalis,-8.47,-72.83
6486,episcopalis,-8.525556,-70.53694
6529,episcopalis,-6.33,-76.28
6559,episcopalis,-5.9,-78.67
6588,episcopalis,-5.92,-76.13
6590,episcopalis,-5.25,-74.17
6591,episcopalis,-5.03,-74.5
6622,episcopalis,-4.46,-78.16
6668,episcopalis,-4.62,-78.21
6692,episcopalis,-4.53,-74.5
6699,episcopalis,-4.9,-73.8
6703,episcopalis,-4.85,-73.83
6737,episcopalis,-4.01,-70.28
6788,episcopalis,-3.83,-77.67
6796,episcopalis,-3.92,-77.7
6833,episcopalis,-3.77,-73.24
6854,episcopalis,-3.75,-73.25
6874,episcopalis,-3.85,-73.2
6879,episcopalis,-3.69,-73.25
6893,episcopalis,-3.73,-73.23
7017,episcopalis,-2.416,-77.333
7026,episcopalis,-2.38,-77.5
7080,episcopalis,-2.383,-77.5
7088,episcopalis,-2.42,-77.33
7092,episcopalis,-2.083,-76.966
7104,episcopalis,-2.08,-76.97
7118,episcopalis,-2.9,-76.4
7202,episcopalis,-1.05,-77.683
7203,episcopalis,-1.07,-77.6
7215,episcopalis,-1.42,-77.33
7267,episcopalis,-1.08,-77.67
7275,episcopalis,-1.05,-77.68
7315,episcopalis,-1.5,-76.5
7324,episcopalis,-1.65,-75.966
7341,episcopalis,-1.65,-75.97
7511,episcopalis,-0.7,-77.166
7536,episcopalis,-0.7,-77.17
7550,episcopalis,-0.25,-76.43
7559,episcopalis,-0.2,-76.47
7561,episcopalis,-0.38,-76.67
7566,episcopalis,-0.266,-76.183
7574,episcopalis,-0.5,-76.4
7590,episcopalis,-0.27,-76.18
7650,episcopalis,-0.43,-76.88
7673,episcopalis,-0.566,-75.45
7678,episcopalis,-0.65,-75.283
7682,episcopalis,-0.17,-75.27
7689,episcopalis,-0.57,-75.45
7693,episcopalis,-0.65,-75.28
7704,episcopalis,-0.62,-75.37
7705,episcopalis,-0.166,-75.266
7886,episcopalis,0.04,-76.92
7900,episcopalis,0.0666666,-75.03333
8461,episcopalis,2.58,-74.12
8475,episcopalis,2.53,-74.18
8481,episcopalis,2.55,-73.9
9273,episcopalis,5.35,-65.75
9628,episcopalis,6.77,-63.08
9768,episcopalis,7.02,-73.88
12277,episcopalis,9.12,-72.67
14506,episcopalis,-17.416666,-63.825
15838,episcopalis,-2.58,-78.15
16858,episcopalis,-17.65,-63.7166667
18058,episcopalis,-1.0666667,-77.6
18568,episcopalis,-17.5666667,-63.7333333
22042,episcopalis,,
22064,episcopalis,,
22164,episcopalis,0.083056,-76.999722
22328,episcopalis,14.65,-60.716667
22532,episcopalis,-14.988889,-67.788611
22782,episcopalis,-0.483056,-76.973056
23533,episcopalis,-7.83417,-34.9064
23559,episcopalis,-15.533333,-39.5
23655,episcopalis,-19.29917,-39.53408
23671,episcopalis,-17.716667,-39.233333
23763,episcopalis,-18.0864,-39.5508
23864,episcopalis,-15.154444,-39.531111
23888,episcopalis,-12.783333,-38.4
23894,episcopalis,-12.774167,-38.445833
23971,episcopalis,-15.1914,-39.4953
24025,episcopalis,-3.98417,-38.6203
24036,episcopalis,-19.2329,-40.042
24113,episcopalis,-17.75,-39.296111
24124,episcopalis,-19.3911,-40.0722
24211,episcopalis,-3.89083,-38.6856
24220,episcopalis,-15.2933,-39.0753
24251,episcopalis,-14.683333,-39.116667
24309,episcopalis,-10.9414,-69.5669
25646,episcopalis,,
9398,estherae,6.77,-77.43
9523,estherae,6.62,-73.91
9685,estherae,7.7,-78.12
9796,estherae,7.78,-71.77
10941,estherae,8.3,-72.33
12272,estherae,9.3,-72.47
16500,estherae,,
16503,estherae,7.0905556,-72.2725
22786,estherae,7.090444,-72.272583
22788,estiletioides,4.983086,-74.457683
22159,excelsa,1.089167,-76.937222
22407,excelsa,0.556944,-76.899722
24504,excelsa,,
5723,farinosa,-25.88,-54.41
5733,farinosa,-22.37,-64.48
5734,farinosa,-22.25,-64.55
5735,farinosa,-22.2,-64.53
5736,farinosa,-22.24,-64.57
5737,farinosa,-22.63,-56.07
6373,farinosa,-9.58333,-74.85
22789,farinosa,-22.96334,-43.26636
23515,farinosa,-28.890278,-49.320833
23521,farinosa,-28.710008,-49.770011
23528,farinosa,-26.368056,-49.139722
23531,farinosa,-28.443611,-49.498611
23560,farinosa,-27.878889,-48.761964
23562,farinosa,-27.63,-48.87
23605,farinosa,-26.552222,-49.175944
23615,farinosa,-23.89,-46.42
23635,farinosa,-27.7175,-48.5275
23658,farinosa,-26.462222,-49.051667
23703,farinosa,-26.910278,-49.411389
23709,farinosa,-26.325,-49.297222
23740,farinosa,-25.8828,-48.5747
23760,farinosa,-26.8225,-48.778611
23773,farinosa,-26.903747,-49.116417
23785,farinosa,-28.260278,-49.499444
23817,farinosa,-25.52,-48.5092
23847,farinosa,-24.809278,-47.869361
23859,farinosa,-25.810944,-48.914056
23902,farinosa,-25.111,-48.816639
23908,farinosa,-27.09,-49.049444
23921,farinosa,-26.999444,-48.960278
23941,farinosa,-29.07,-49.86
23963,farinosa,-27.720278,-48.960833
23973,farinosa,-24.359444,-48.469444
24001,farinosa,-27.05,-49.149167
24010,farinosa,-28.6775,-49.3697
24030,farinosa,-26.729469,-49.859167
24032,farinosa,-28.619167,-49.232222
24039,farinosa,-25.4769,-48.8344
24062,farinosa,-26.978056,-50.004167
24070,farinosa,-28.35,-49.499722
24084,farinosa,-28.170006,-49.410014
24109,farinosa,-26.1925,-49.047778
24117,farinosa,-26.9215,-49.071839
24121,farinosa,-28.6508,-49.21
24141,farinosa,-27.54,-48.78
24162,farinosa,-28.2625,-48.959444
24177,farinosa,-27.359722,-48.8675
24194,farinosa,-27.36,-48.78
24197,farinosa,-28.71,-49.77
24203,farinosa,-27.180278,-49.230556
24218,farinosa,-26.64,-49.23
24241,farinosa,-26.730556,-49.321667
24286,farinosa,-26.640278,-49.860556
24290,farinosa,-27.090278,-49.770556
24294,farinosa,-26.19,-48.96
24299,farinosa,-25.4286,-48.7119
24304,farinosa,-28.62,-49.59
24307,farinosa,-26.73,-49.05
24334,farinosa,-27.192722,-48.560944
24339,farinosa,-27.18,-49.14
24506,farinosa,,
10477,faunorum,8.49,-81.1
10478,faunorum,8.51,-81.14
10486,faunorum,8.5,-81.12
10532,faunorum,8.51,-81.13
10533,faunorum,8.48,-81.1
10697,faunorum,8.62,-80.12
15244,faunorum,,
18644,faunorum,8.5166667,-81.1333333
19869,faunorum,8.53,-81.12
19870,faunorum,8.52,-81.12
19871,faunorum,8.58,-81.08
22200,faunorum,8.49165,-81.1106
22790,faunorum,8.528308,-81.095883
9462,fernandezii,6.72827,-75.9983
22791,fernandezii,5.866297,-76.180817
22792,foreroi,5.775122,-73.670283
7360,fragilis,-0.12,-79.25
7789,fragilis,0.166,-78.766
7801,fragilis,0.17,-78.77
7821,fragilis,0.8,-78.5
8374,fragilis,1.28333,-78.0667
8398,fragilis,1.2666667,-78.03333
8399,fragilis,1.1,-78.23
9167,fragilis,5.38311,-75.892
15342,fragilis,-0.31667,-78.95
15581,fragilis,,
16515,fragilis,,
19429,fragilis,0.895353,-78.540992
19722,fragilis,1.34,-78.14
21953,fragilis,0.475561,-78.121301
21972,fragilis,1.35,-78.17
21993,fragilis,,
21995,fragilis,,
22110,fragilis,,
22118,fragilis,6.77,-76.28
22793,fragilis,,
22794,fragilis,0.824233,-78.391395
22795,fragilis,0.046531,-78.928025
22796,fragilis,0.910306,-78.545319
22798,fragilis,1.428517,-78.369125
22799,fragilis,6.75,-76.28
15444,fredberryana,0.830563,-78.404424
15978,fredberryana,0.457033,-78.121176
15982,fredberryana,0.484794,-78.12282
8375,gaiboriana,1.28333,-78.0667
8387,gaiboriana,1.03,-78.25
15976,gaiboriana,0.457033,-78.121176
22109,gaiboriana,,
22801,gaiboriana,0.824233,-78.391395
7924,gigantea,1.171071,-77.157557
8458,gigantea,2.8,-74.85
8467,gigantea,2.7833333,-74.85
22360,gigantea,3.63,-76.55
22803,gigantea,,
22526,gilbertiana,2.783333,-74.85
22541,gilbertiana,2.8,-74.85
19101,golfodulcensis,8.530837,-83.299573
10423,gracilis,8.91111,-82.78611
11136,gracilis,9.58,-84.06
11224,gracilis,9.47333,-83.69334
11225,gracilis,9.59,-83.98
11307,gracilis,9.83056,-83.44444
11346,gracilis,9.81742,-83.16669
11388,gracilis,9.47778,-83.69028
11397,gracilis,9.83,-83.44
11425,gracilis,9.48,-83.87
11458,gracilis,9.51,-83.85
11465,gracilis,9.58361,-83.94861
11477,gracilis,9.46,-83.7
11478,gracilis,9.81,-83.37
11520,gracilis,9.52,-83.89
11697,gracilis,9,-83
12790,gracilis,10.68,-85
15280,gracilis,,
15618,gracilis,,
18301,gracilis,9.4777778,-83.6902778
21871,gracilis,9.482422,-83.683147
22076,gracilis,9.473333,-83.693333
22475,gracilis,9.53,-83.851389
22504,gracilis,9.563889,-83.925
22804,gracilis,10.111667,-83.973611
22805,gracilis,9.461819,-83.709347
7384,griggsiana,-0.32,-78.98
7444,griggsiana,-0.25,-78.87
7448,griggsiana,-0.05,-78.7
7451,griggsiana,-0.25,-78.92
7452,griggsiana,-0.12,-78.63
7463,griggsiana,-0.32,-78.83
7468,griggsiana,-0.2,-78.78
7776,griggsiana,0.07,-78.67
7786,griggsiana,0.33,-78.58
7790,griggsiana,0.13,-78.68
7811,griggsiana,0,-78.67
7819,griggsiana,0.133,-78.683
8368,griggsiana,1.083,-78.283
8407,griggsiana,1.08,-78.28
8811,griggsiana,4.768136,-76.23215
8835,griggsiana,4.17254,-75.8773
8855,griggsiana,4.40855,-74.4102
9164,griggsiana,5.67,-75.8
9166,griggsiana,5.3166666,-75.88333
12304,griggsiana,9.07,-62.05
15330,griggsiana,-0.41181,-78.735075
15970,griggsiana,0.475561,-78.121301
16038,griggsiana,,
17571,griggsiana,-0.31667,-78.95
19014,griggsiana,-0.385453,-78.770921
19105,griggsiana,-0.395593,-78.815321
19436,griggsiana,-0.01667,-78.76667
19438,griggsiana,-0.281247,-78.926936
19439,griggsiana,5.857725,-76.040058
19728,griggsiana,0.93,-78.15
22107,griggsiana,,
22807,griggsiana,0.824233,-78.391395
22809,griggsiana,8.6,-74
633,harlingii,-0.251841,-79.170152
1859,harlingii,-0.101272,-78.95
4197,harlingii,-0.571185,-79.313191
5468,harlingii,0,-79.37
7034,harlingii,-2.45,-79.11
7365,harlingii,-0.583,-79.366
7379,harlingii,-0.58,-79.38
7755,harlingii,0.35,-79.73
7768,harlingii,0.3,-79.88
7791,harlingii,0.2,-78.766
7813,harlingii,0.2,-78.77
7820,harlingii,0.17,-78.77
15901,harlingii,,
19440,harlingii,-0.58656,-79.36472
19716,harlingii,-0.58,-79.37
20587,harlingii,5.417,-76.467
20808,harlingii,-0.315905,-78.950621
22814,harlingii,0.073953,-78.990406
77,hirsuta,18.133334,-77.383335
1316,hirsuta,-1.033181,-77.666899
1614,hirsuta,-12.9,-69.3
1640,hirsuta,-11.2,-74.7
1701,hirsuta,-3.5,-72.9
3727,hirsuta,-23.63932,-55.938612
5147,hirsuta,6.467609,-74.384624
5725,hirsuta,-25.5,-48.75
5739,hirsuta,-22.67,-56.08
5740,hirsuta,-20.87,-49.57
5743,hirsuta,-17.12,-64.72
5749,hirsuta,-19.895,-54.875
5769,hirsuta,-18.263,-53.466
5773,hirsuta,-17.01,-65.12
5779,hirsuta,-17.33,-65.4
5790,hirsuta,-17.67,-63.72
5792,hirsuta,-17.5,-63.6
5795,hirsuta,-17.52,-63.66
5808,hirsuta,-16.63,-62.5
5810,hirsuta,-16.52,-61.85
5819,hirsuta,-17.78,-63.07
5825,hirsuta,-17.23,-63.87
5831,hirsuta,-17.33,-59.67
5839,hirsuta,-16.13,-67.72
5840,hirsuta,-16.57,-66.09
5841,hirsuta,-16.99,-65.41
5847,hirsuta,-16.95,-65.42
5856,hirsuta,-15.75,-68.01
5886,hirsuta,-15.123,-59.633
5888,hirsuta,-15.7,-52.3
5892,hirsuta,-15.9333,-50.133335
5893,hirsuta,-15.3,-48.6
5894,hirsuta,-15.6,-47.7
5917,hirsuta,-14.37,-68.01
5921,hirsuta,-14.63,-68.67
5922,hirsuta,-14.57,-68.76
5925,hirsuta,-14.24,-68.53
5935,hirsuta,-14.96,-67.8
5950,hirsuta,-14.35,-67.97
5951,hirsuta,-14.44,-67.54
5959,hirsuta,-14.77,-64.97
5966,hirsuta,-14.67,-62.6
5969,hirsuta,-14.5,-62.1
5970,hirsuta,-14.75,-62.75
5971,hirsuta,-14.63,-62.62
5973,hirsuta,-14.79,-61.05
5975,hirsuta,-14.78,-61.03
5976,hirsuta,-14.41,-61.14
5978,hirsuta,-14.5,-61.5
5982,hirsuta,-14.62,-61.48
5985,hirsuta,-14.89,-61.54
5987,hirsuta,-14.42,-61.13
5988,hirsuta,-14.63,-61.72
5990,hirsuta,-14.71,-61.16
5994,hirsuta,-14.55,-61.5
6003,hirsuta,-14.62,-60.83
6022,hirsuta,-14.56,-60.93
6026,hirsuta,-14.58,-60.83
6030,hirsuta,-14.6,-52.2
6033,hirsuta,-14.7,-52.3
6065,hirsuta,-13.22,-70.75
6077,hirsuta,-13.08,-67.25
6079,hirsuta,-13.55,-61.01
6081,hirsuta,-13.9,-61.49
6084,hirsuta,-13.6,-61.56
6088,hirsuta,-13.59,-60.91
6096,hirsuta,-12.78,-72.67
6108,hirsuta,-12.68,-71.25
6142,hirsuta,-12.82,-69.28
6151,hirsuta,-13,-70
6152,hirsuta,-12.8,-51.8
6154,hirsuta,-12.925,-51.8296
6161,hirsuta,-11.92,-71.3
6177,hirsuta,-12.82,-69.3
6178,hirsuta,-12.25,-69.28
6189,hirsuta,-11.87,-71.37
6203,hirsuta,-11.55,-67.33
6206,hirsuta,-11.08,-65.83
6210,hirsuta,-11.17,-51.67
6213,hirsuta,-10.12,-75.22
6219,hirsuta,-10.42,-75.01
6227,hirsuta,-10.97,-75.32
6236,hirsuta,-10.78,-75.33
6242,hirsuta,-10.32,-75.26
6245,hirsuta,-10.25,-75.15
6248,hirsuta,-10.32,-75.25
6251,hirsuta,-10.53,-75.07
6307,hirsuta,-10.18,-75.15
6315,hirsuta,-10.75,-74.38
6322,hirsuta,-10.07,-71.1
6331,hirsuta,-10.12,-69.22
6343,hirsuta,-10.2,-59.35
6344,hirsuta,-10.2,-59.4
6345,hirsuta,-10.2,-51.2
6356,hirsuta,-9.18,-75.92
6360,hirsuta,-9.17,-75.87
6371,hirsuta,-9.3,-75.98
6378,hirsuta,-9.13,-70.177
6387,hirsuta,-9.3,-69
6388,hirsuta,-9.729,-68.148
6396,hirsuta,-9.8,-68
6400,hirsuta,-9.975,-67.81
6402,hirsuta,-10,-67.8
6406,hirsuta,-9.831,-67.952
6411,hirsuta,-9.828,-66.883
6422,hirsuta,-9.07,-55.23
6427,hirsuta,-10,-50
6442,hirsuta,-8.11,-76.55
6445,hirsuta,-8.82,-75.05
6446,hirsuta,-9,-75.5
6447,hirsuta,-8.67,-75.17
6449,hirsuta,-8.75,-75.08
6452,hirsuta,-8.75,-75.02
6454,hirsuta,-8.33,-74.58
6455,hirsuta,-8.42,-74.58
6456,hirsuta,-8.67,-74.75
6467,hirsuta,-8.43,-74.6
6468,hirsuta,-8.67,-75
6471,hirsuta,-8.25,-73.75
6496,hirsuta,-7.08,-75.17
6499,hirsuta,-7.614,-72.896
6511,hirsuta,-7.51,-72.972
6522,hirsuta,-7.2,-48.2
6530,hirsuta,-6.5,-76.33
6534,hirsuta,-6.48,-76.4
6536,hirsuta,-6.27,-76.3
6550,hirsuta,-5.06,-78.34
6579,hirsuta,-5.92,-76.08
6584,hirsuta,-5.97,-76.22
6697,hirsuta,-4.82,-74.06
6706,hirsuta,-4.85,-73.83
6707,hirsuta,-4.71,-73.85
6708,hirsuta,-4.75,-73.63
6710,hirsuta,-4.06,-73.14
6727,hirsuta,-4.17,-73.33
6750,hirsuta,-3.37,-78.42
6820,hirsuta,-3.78,-73.25
6828,hirsuta,-3.5,-73.23
6867,hirsuta,-3.92,-73.58
6871,hirsuta,-3.75,-73.25
6913,hirsuta,-3.5,-72.83
6922,hirsuta,-3.47,-72.83
6938,hirsuta,-3.26,-72.9
6960,hirsuta,-3.7,-72.83
6984,hirsuta,-3.25,-70.3
6991,hirsuta,-3.02,-70.03
7028,hirsuta,-2.17,-80.13
7031,hirsuta,-2.45,-79.58
7032,hirsuta,-2.17,-79.97
7033,hirsuta,-2.4,-79.62
7038,hirsuta,-2.52,-79.75
7063,hirsuta,-2.17,-78.83
7087,hirsuta,-2.35,-77.52
7090,hirsuta,-2.42,-77.33
7109,hirsuta,-2.52,-76.8
7117,hirsuta,-2.42,-76.17
7228,hirsuta,-1.58,-77.75
7255,hirsuta,-1.07,-77.6
7270,hirsuta,-1.42,-77.33
7308,hirsuta,-1.67,-76.95
7525,hirsuta,-0.92,-77.42
7555,hirsuta,-0.93,-76.97
7617,hirsuta,-0.38,-76.55
7698,hirsuta,-1,-75.83
7715,hirsuta,-1,-75.45
7721,hirsuta,-0.92,-75.5
7726,hirsuta,-0.644444,-72.305
7730,hirsuta,-0.933333,-71.6167
7837,hirsuta,0.08,-76.99
7865,hirsuta,0.4,-77
7902,hirsuta,0.92,-66.25
7905,hirsuta,0.83,-66.17
8427,hirsuta,1.26,-76.49
8429,hirsuta,1.17,-76.73
8435,hirsuta,1.08,-74.25
8476,hirsuta,2.17,-74.1
8482,hirsuta,2.25,-66.5
8515,hirsuta,2.8833,-53.0833
8526,hirsuta,2.8167,-53.3667
8544,hirsuta,2.25,-52.8833
8553,hirsuta,2.9667,-52.8
8562,hirsuta,2.3833,-52.9667
8604,hirsuta,3.23,-74.28
8609,hirsuta,3.9833333,-73.76667
8615,hirsuta,3.92871,-73.0457
8627,hirsuta,3.98,-67.05
8629,hirsuta,3.03,-65.2
8633,hirsuta,3.25,-59.25
8640,hirsuta,3.4883,-53.75
8642,hirsuta,3.61667,-53.21667
8660,hirsuta,3.12,-59.3
8661,hirsuta,3.35,-59.48
8683,hirsuta,3.5717,-54.0017
8688,hirsuta,3.255,-53.0742
8700,hirsuta,3.4167,-53.75
8708,hirsuta,3.5167,-53.7167
8723,hirsuta,3.6667,-53.2333
8728,hirsuta,3.5833,-53.2
8752,hirsuta,3.5167,-52.95
8755,hirsuta,3.8913,-51.8012
8781,hirsuta,4.83784,-73.2107
8785,hirsuta,4.08513,-73.3195
8787,hirsuta,4.585833,-73.385
8858,hirsuta,4.1,-74.25
8866,hirsuta,4.97959,-74.4687
8870,hirsuta,4.98276,-74.4603
8877,hirsuta,4.17,-73.65
8887,hirsuta,4.12395,-73.6344
8888,hirsuta,4.28274,-73.5694
8890,hirsuta,4.32116,-73.3404
8904,hirsuta,4.4,-67.8
8906,hirsuta,4.25,-66.33
8908,hirsuta,4.98,-64.82
8918,hirsuta,4.38,-61.63
8935,hirsuta,4.612,-56.507
8937,hirsuta,4.281,-56.426
8964,hirsuta,4.7367,-53.953
8969,hirsuta,4.6167,-53.588
9016,hirsuta,4.0333,-52.7
9046,hirsuta,4.7167,-52.4
9094,hirsuta,4.25,-51.75
9171,hirsuta,5.1695,-75.0056
9176,hirsuta,5.88,-75.92
9211,hirsuta,5.17619,-74.988
9218,hirsuta,5.83,-74.87
9222,hirsuta,5.09714,-74.6331
9237,hirsuta,5.11235,-74.596
9238,hirsuta,5.2337,-74.8921
9260,hirsuta,5.604722,-70.215
9314,hirsuta,5.05,-54.0833
9349,hirsuta,5.1667,-54
9470,hirsuta,6.17,-74.82
9471,hirsuta,6.18,-74.83
9489,hirsuta,6.67,-74.83
9571,hirsuta,6.87,-69.6
9572,hirsuta,6.22,-68.82
9573,hirsuta,6.17,-68.75
9577,hirsuta,6.57,-67.08
9578,hirsuta,6.42,-67.42
9581,hirsuta,6.7,-67.8
9592,hirsuta,6.05,-65.07
9595,hirsuta,6.75,-65.52
9596,hirsuta,6.07,-65.03
9598,hirsuta,6.35,-65.98
9611,hirsuta,6.25,-64.42
9613,hirsuta,6.282,-64.487
9621,hirsuta,6,-65
9622,hirsuta,6.82,-63.17
9630,hirsuta,6.58,-62.67
9634,hirsuta,6.67,-61.67
9637,hirsuta,6.33,-61.15
9700,hirsuta,7.75,-77.33
9753,hirsuta,7.49,-76.86
9770,hirsuta,7.52,-72.05
9774,hirsuta,7.89,-72.18
9781,hirsuta,7.47,-72.15
9783,hirsuta,7.58,-72.15
9787,hirsuta,7.6,-72.22
9792,hirsuta,7.49,-72.09
9798,hirsuta,7.75,-71.48
9800,hirsuta,7.78,-71.77
9802,hirsuta,7.68,-71.47
9805,hirsuta,7.87,-69.32
9806,hirsuta,7.05,-67.07
9807,hirsuta,7.25,-66.85
9808,hirsuta,7.37,-66.77
9811,hirsuta,7.5,-64.5
9813,hirsuta,7.5,-63.17
10280,hirsuta,8.78,-82.95
10721,hirsuta,8.98,-79.56
10734,hirsuta,8.98,-79.53
10760,hirsuta,8.95,-79.65
10771,hirsuta,8.87,-79.67
10774,hirsuta,8.88,-79.8
10776,hirsuta,8.96,-79.55
10778,hirsuta,8.96,-79.62
10784,hirsuta,8.99,-79.59
10792,hirsuta,8.99,-79.52
10799,hirsuta,8.35,-78.88
10812,hirsuta,8.65,-78.12
10942,hirsuta,8.17,-71.98
10966,hirsuta,9.76111,-84.58611
11792,hirsuta,9.17,-79.42
11806,hirsuta,9.05,-79.4
11819,hirsuta,9.01,-79.59
11851,hirsuta,9.17,-79.1
11873,hirsuta,9.08,-79.29
11890,hirsuta,9.13,-79.38
11899,hirsuta,9.12,-79.74
11923,hirsuta,9.13,-79.23
11989,hirsuta,9.2,-79.61
11995,hirsuta,9,-79.67
12008,hirsuta,9.23,-79.38
12063,hirsuta,9.12,-79.7
12102,hirsuta,9.1,-79.35
12145,hirsuta,9.19,-78.79
12150,hirsuta,9.26,-78.72
12238,hirsuta,9.22,-78.98
12255,hirsuta,9.96,-75.09
12257,hirsuta,9,-74.08
12269,hirsuta,9.1,-72.7
12270,hirsuta,9.42,-72.62
12278,hirsuta,9.12,-72.62
12279,hirsuta,9.18,-70.15
12281,hirsuta,9.03,-70.02
12282,hirsuta,9.32,-70.07
12286,hirsuta,9.44,-69.92
12287,hirsuta,9.31,-69.71
12288,hirsuta,9.7,-69.6
12291,hirsuta,9.63,-69.58
12295,hirsuta,9.57,-69.78
12296,hirsuta,9.47,-69.92
12951,hirsuta,10.75,-83.88
13150,hirsuta,10.99,-72.35
13151,hirsuta,10.87,-72.49
13155,hirsuta,10.83,-69.12
13162,hirsuta,10.25,-68.48
13164,hirsuta,10.18,-68.5
13165,hirsuta,10.45,-68.65
13166,hirsuta,10.4,-68.07
13167,hirsuta,10.37,-68.75
13170,hirsuta,10.35,-68.5
13175,hirsuta,10.37,-67.67
13176,hirsuta,10.32,-67.57
13181,hirsuta,10.08,-66.02
13182,hirsuta,10.43,-66.82
13184,hirsuta,10.22,-66.48
13185,hirsuta,10.1,-66.05
13190,hirsuta,10.15,-65.8
13195,hirsuta,10.07,-65.75
13202,hirsuta,10.17,-64.28
13207,hirsuta,10.5,-63.12
13215,hirsuta,10.68,-62.65
13300,hirsuta,11.02,-84.22
13318,hirsuta,11.42,-84.22
13346,hirsuta,11.12,-84.37
13392,hirsuta,11.07,-83.85
13411,hirsuta,11.17,-69.68
13436,hirsuta,12.98,-85.25
13442,hirsuta,12.97,-85.22
13483,hirsuta,12.3,-84.03
13497,hirsuta,12.9,-83.6
13639,hirsuta,13.98,-85.32
13666,hirsuta,13.8,-84.4
13750,hirsuta,13.53,-84.24
13900,hirsuta,14.23,-85.32
13928,hirsuta,14.12,-84.73
13943,hirsuta,14.55,-84.12
13945,hirsuta,14.7,-84.95
13953,hirsuta,14.73,-83.77
14083,hirsuta,15.5,-84.72
14085,hirsuta,15.87,-84.7
15278,hirsuta,10.715114,-61.288377
15528,hirsuta,,
15562,hirsuta,,
15635,hirsuta,,
16277,hirsuta,,
16326,hirsuta,,
16372,hirsuta,,
16380,hirsuta,,
16523,hirsuta,,
16582,hirsuta,4.200834,-73.722389
16722,hirsuta,10.526316,-61.147909
17266,hirsuta,-4,-59
17267,hirsuta,-1.052548,-77.666899
17342,hirsuta,-1.07,-77.62
17411,hirsuta,-15.9,-50.1166667
17630,hirsuta,4.166365,-73.594113
17727,hirsuta,8.65,-70.7666667
17747,hirsuta,-5.8,-50.55
17807,hirsuta,4.5833,-53.35
18067,hirsuta,4.195723,-73.751664
18078,hirsuta,10.682954,-61.283422
18127,hirsuta,-11.6833333,-71.6
18135,hirsuta,-16.125,-49.93518
18156,hirsuta,5.05,-54.0833333
18287,hirsuta,0.8333333,-66.1666667
18486,hirsuta,-5.878671,-76.125473
18546,hirsuta,-14.8,-64.8833333
18719,hirsuta,4.051341,-67.74037
19100,hirsuta,,
19284,hirsuta,-22.65,-56.05
19702,hirsuta,-1.27,-79.7
19725,hirsuta,-0.12,-75.25
19737,hirsuta,4.1,-72.91
19773,hirsuta,7.62,-72.32
19775,hirsuta,7.15,-71.93
19925,hirsuta,8.96,-79.55
19926,hirsuta,8.9,-79.58
19927,hirsuta,8.93,-79.57
19935,hirsuta,8.28,-78.92
19937,hirsuta,8.87,-78.25
19938,hirsuta,8.9,-78.22
19986,hirsuta,8.08,-75.17
20112,hirsuta,9.25,-79.52
20128,hirsuta,9.08,-78.45
20129,hirsuta,9.72,-69.57
20312,hirsuta,13,-85.25
20370,hirsuta,13.53,-84.27
20371,hirsuta,13.97,-84.23
20372,hirsuta,13.48,-84.22
20373,hirsuta,13.53,-84.5
20375,hirsuta,13.5083333,-84.2597222
