BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
64816,,V,2,,WAG.1898495,A. de Gier,13,W. Goll,WAG,27,7,1977,27 July 1977,July,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Sino,,,0,,0,0,0,1.5,No,No,5.1,N,-9.066667,W,,,,,,5.1,-9.066667,NW59,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
79987,,V,1,,WAG.1872372,A. de Rouw,236,,WAG,17,11,1986,17 November 1986,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Guiglo,,Goulako,0,,0,0,0,0,No,No,5.85,N,-7.416667,W,,5,,,,5.85,-7.416667,NW57,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
82957,,V,1,,WAG.1872377,F.S.C. Stoop - v.d. Kasteele,2,,WAG,5,5,1969,5 May 1969,May,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Montserrado,,,0,,0,0,0,2.5,No,No,6.316667,N,-10.35,W,,3,,,,6.316667,-10.35,NW610,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
108456,,V,2,,WAG.1898529,C. Chatelain,962,H.G. Tr & G. Barriera,"CSRS,WAG",28,1,1992,28 January 1992,January,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Agboville,,,0,,0,0,0,0,No,No,5.733333,N,-4.1,W,,,,,,5.733333,-4.1,NW54,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
108460,,V,1,,,M. Knecht,450,,G,25,11,1978,25 November 1978,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ivory Coast,Abidjan,,Banco Forest Reserve,0,,0,0,0,0,No,No,5.408333,N,-4.066667,W,,,,,,5.408333,-4.066667,NW54,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
108461,,V,1,,,M. Knecht,458,,G,28,11,1978,28 November 1978,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ivory Coast,Abidjan,,Banco Forest Reserve,0,,0,0,0,0,No,No,5.408333,N,-4.066667,W,,,,,,5.408333,-4.066667,NW54,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
111692,,V,3,,WAG.1898509,A.P.M. de Kruif,305,,"UCJ,WAG,WAG",21,8,1979,21 August 1979,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Abidjan,,,0,,0,0,0,0,No,No,5.45,N,-4.216667,W,,4,,,,5.45,-4.216667,NW54,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
162759,,V,3,,WAG.1898490,C.C.H. Jongkind,5274,F. Blyden; staff & students of the University of Liberia,"BR,G,WAG",22,11,2002,22 November 2002,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Sino,,,0,,0,0,0,0,No,No,5.3455,N,-8.800667,W,,6,,,,5.3455,-8.800667,NW58,115,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
183391,,V,2,,WAG.1872375,H.C.D. de Wit,7850,,WAG,25,12,1957,25 December 1957,December,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Abidjan,,Adiopodoum,0,,0,0,0,0,No,No,5.383333,N,-4.166667,W,DM,4,BRAHMS,,,5.383333,-4.166667,NW54,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
183392,,V,2,,WAG.1898514,L. Bernardi,8097,,"G,WAG",21,11,1962,21 November 1962,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Abidjan,,Banco Forest Reserve,0,,0,0,0,0,No,No,5.383333,N,-4.05,W,DM,4,BRAHMS,,,5.383333,-4.05,NW54,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
183393,,V,1,,WAG0194799,F.J. Breteler,5297,,WAG,25,7,1968,25 July 1968,July,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Aboisso,,Aboisso,0,,0,0,0,0,No,No,5.4,N,-3.133333,W,,,,,,5.4,-3.133333,NW53,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
183394,,V,2,,WAG.1872369,R.A.A. Oldeman,70,,WAG,28,6,1963,28 June 1963,June,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Abidjan,,Anyama,0,,0,0,0,0,No,No,5.45,N,-3.95,W,,4,,,,5.45,-3.95,NW53,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
183395,,V,4,,WAG.1898526,C. Geerling,1862,J. Bokdam,WAG,18,12,1967,18 December 1967,December,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Ivory Coast,Danan,,Danan,0,,0,0,0,0,No,No,7.416667,N,-8.283333,W,,4,,,,7.416667,-8.283333,NW78,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,235,0
183396,,V,1,,WAG.1872376,P.P.C. van Meer,349,,WAG,1,2,1966,1 February 1966,February,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Montserrado,,Barclay Mount,0,,0,0,0,0,No,No,6.35,N,-10.65,W,,4,,,,6.35,-10.65,NW610,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
200046,,V,2,,WAG.1872379,P.P.C. van Meer,142,,"K,WAG",14,8,1965,14 August 1965,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Montserrado,,,0,,0,0,0,0,No,No,6.533333,N,-10.733333,W,,4,,,,6.533333,-10.733333,NW610,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
201471,,V,7,,,G.P. Cooper,14,,"BM,F,GH,K,NY,P,US",1,11,1928,1 November 1928,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Liberia,Montserrado,,,0,,0,0,0,0,No,No,6.383333,N,-10.366667,W,,3,,,,6.383333,-10.366667,NW610,170,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
201473,,V,2,,WAG.1872378,D.H. Linder,264,,"K,WAG",0,8,1926,August 1926,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Montserrado,,,0,,0,0,0,0,No,No,6.333333,N,-10.333333,W,DM,4,map,,,6.333333,-10.333333,NW610,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
201671,,V,2,,WAG.1898470,A.M. van Harten,127,,WAG,27,9,1963,27 September 1963,September,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus aureus Maas & H.Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2013,,,Africa,West Tropical Africa,Liberia,Montserrado,,,0,,0,0,0,0,No,No,6.4,N,-10.65,W,,4,,,,6.4,-10.65,NW610,0,0,Costus,aureus,Maas & H.Maas,0,36,9766,419835,119,0
