BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
205699,,V,1,,WAG.1202182,MINKb Series,39,A. Moungazi,WAG,8,3,1990,8 March 1990,March,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West-Central Tropical Afr,Gabon,Woleu-Ntem,,,0,,0,0,0,0,No,No,1.5,N,12.783333,E,,5,,,,1.5,12.783333,NE112,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
205702,,V,1,,WAG.1202188,MINKb Series,97,"Mabata, P",WAG,6,4,1990,6 April 1990,April,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West-Central Tropical Afr,Gabon,Woleu-Ntem,,,0,,0,0,0,0,No,No,1.5,N,12.8,E,,5,,,,1.5,12.8,NE112,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
207017,,V,3,,WAG.1202194,T. Nzabi,84,Y. Azizet Issemb; L. Ngok Banak & G.M. Walters,"LBV,MO,WAG",13,4,2004,13 April 2004,April,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West-Central Tropical Afr,Gabon,Woleu-Ntem,,,0,,0,0,0,0,No,No,0.613333,N,10.403333,E,,6,,,,0.613333,10.403333,NE010,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
250222,,V,2,,WAG.1202156,M.F. de Carvalho,6412,,"MA,WAG",29,7,1997,29 July 1997,July,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West-Central Tropical Afr,Equatorial Guinea,"Rio Muni, Litoral",,,0,,0,0,0,0,No,No,1.316667,N,9.816667,E,DM,4,map,,,1.316667,9.816667,NE19,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,240,0
284120,,V,2,,WAG.1202159,M.E. Elad,1234,G.P. Tchouto Mbatchou; J. Nganwui & Ondoua,"KRIBI,WAG",29,1,2000,29 January 2000,January,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West-Central Tropical Afr,Cameroon,South Province,,"Campo-Ma'an area, Bongola",0,,0,0,0,0,No,No,2.231667,N,9.936111,E,DMS,6,,,,2.231667,9.936111,NE29,40,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
1138261,,V,1,,WAG.1202196,MINKb Series,51,A. Moungazi,WAG,23,3,1990,23 March 1990,March,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,J.J. Wieringa; H. Maas-van de Kamer,27,5,2016,,,Africa,West-Central Tropical Afr,Gabon,Woleu-Ntem,,,0,,0,0,0,0,No,No,1.5,N,12.8,E,DM,5,field,,,1.5,12.8,NE112,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
1160405,,V,3,,WAG.1202197,H.H. Schmidt,1710,"Amponsah, J & Welsing, A","K,MO,WAG",15,11,1995,15 November 1995,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West Tropical Africa,Ghana,Eastern Region,,Atewa Range Forest Reserve,0,,0,0,0,0,No,No,6.2325,N,-0.552778,W,DMS,6,sheet,,,6.2325,-0.552778,NW60,600,650,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,79,0
1186013,,V,2,,WAG.1202205,T.R. van Andel,5770,S. Mensah & B.J. Myren,"GC,WAG",21,7,2010,21 July 2010,July,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas,25,10,2010,,,Africa,West Tropical Africa,Ghana,Central Region,,Wassa Atobiase,0,,0,0,0,0.5,No,No,5.1795,N,-1.3095,W,DM,6,GPS,,,5.1795,-1.3095,NW51,70,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,9766,304598,79,0
1239334,,V,2,,WAG.1202192,P. Bissiengou,967,R. Niangadouma,"LBV,WAG",13,2,2010,13 February 2010,February,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas,0,0,2013,,,Africa,West-Central Tropical Afr,Gabon,Woleu-Ntem,,Crystal Mountains,0,,0,0,0,0,No,No,0.614361,N,10.402667,E,DMS,4,,,,0.614361,10.402667,NE010,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
1259832,,V,3,,WAG.1202195,P.J.M. Maas,9988,F.J. Breteler; H. Maas-van de Kamer; R. Niangadouma & A.M. Louis,"LBV,WAG",25,10,2011,25 October 2011,October,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2011,,,Africa,West-Central Tropical Afr,Gabon,Estuaire,,,0,,0,0,0,0,No,No,0.62925,N,10.361722,E,DMS,6,GPS,,,0.62925,10.361722,NE010,394,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,9766,304598,76,0
1260222,,V,3,,WAG.1202193,P.J.M. Maas,10378,F.J. Breteler; H. Maas-van de Kamer & R. Niangadouma,"LBV,WAG",18,11,2011,18 November 2011,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,"Maas, EJM de",0,0,2013,,,Africa,West-Central Tropical Afr,Gabon,Estuaire,,,0,,0,0,0,0,No,No,0.441528,N,10.063389,E,DMS,6,GPS,,,0.441528,10.063389,NE010,106,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
1282473,,V,3,,,G.V. Dauby,1711,D. Nguema Ekomo; E. Mounoumoulossi & P. Bissiemou,"BRLU,LBV,MO",15,3,2009,15 March 2009,March,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2012,,3627267,Africa,West-Central Tropical Afr,Gabon,Ogoou-Ivindo,,,0,,0,0,0,0,No,No,-0.06682,S,12.35736,E,DD,6,GPS,,,-0.06682,12.35736,SE012,370,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,76,0
4000484,,V,3,,,M. Etuge,4204,Murrey; J. Riley; Kirika; Titus; Franqueline & P. Nkwelle,"K,WAG,YA",15,2,1998,15 February 1998,February,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer; C.D. Specht,0,8,2007,,,Africa,West-Central Tropical Afr,Cameroon,South-West Province,,Nyale,0,,0,0,0,0.3,No,No,4.998,N,9.629167,E,DM,7,,,,4.998,9.629167,NE49,713,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
4000485,,V,4,,,M. Etuge,2661,"Ewang; Burger, T & L.B. Mwasumbi","K,KUPE,WAG,YA",9,7,1996,9 July 1996,July,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer; C.D. Specht,0,8,2007,,,Africa,West-Central Tropical Afr,Cameroon,South-West Province,,Kupe Village,0,,0,0,0,0.3,No,No,4.766666,N,9.7,E,DD,5,,,,4.766666,9.7,NE49,800,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
4000486,,V,4,,,M.R. Cheek,7718,"Ajang, D; W.G. Gosline; J. Schoenenberger; Godlove; P. Nkwelle & Andrew, M","K,SCA,WAG,YA",8,11,1995,8 November 1995,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer; C.D. Specht,0,8,2007,,,Africa,West-Central Tropical Afr,Cameroon,South-West Province,,Kupe Village,0,,0,0,0,0,No,No,4.7667,N,9.6917,E,DD,5,,,,4.7667,9.6917,NE49,720,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
4000487,,V,3,,WAG.1898481,M. Etuge,5240,Edmondo & Mariana,"K,WAG,YA",19,3,2004,19 March 2004,March,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer; C.D. Specht,0,8,2013,,,Africa,West-Central Tropical Afr,Cameroon,Central Province,,Mefou National Park,0,,0,0,0,0.2,No,No,3.627778,N,11.578611,E,DD,6,,,,3.627778,11.578611,NE311,600,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
4042562,,V,0,,,C.D. Adams,5150,,K,26,12,1957,26 December 1957,December,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ghana,,,,0,,0,0,0,0,No,No,6.566667,N,-0.75,W,DM,,,,,6.566667,-0.75,NW60,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,79,0
4042567,,V,0,,,L. Ak Assi,6181,,K,21,9,1962,21 September 1962,September,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ivory Coast,,,,0,,0,0,0,0,No,No,6,N,-3.183333,W,DM,,,,,6,-3.183333,NW63,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,235,0
4042574,,V,0,,,L. Ak Assi,16079,,B,20,5,1982,20 May 1982,May,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ivory Coast,,,,0,,0,0,0,0,No,No,5.833333,N,-4.283333,W,DM,,,,,5.833333,-4.283333,NW54,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,235,0
4042661,,V,2,,,A. Binuyo,35182,B.O. Daramola,"K,P",11,1,1956,11 January 1956,January,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,4.916667,N,9.466667,E,DM,,,,,4.916667,9.466667,NE49,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
4042801,,V,0,,,A.J.B. Chevalier,17407,,P,26,2,1907,26 February 1907,February,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ivory Coast,,,,0,,0,0,0,0,No,No,5.483333,N,-3.65,W,DM,,,,,5.483333,-3.65,NW53,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,235,0
4042961,,V,0,,,A.A. Enti,6439,,K,16,6,1956,16 June 1956,June,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ghana,,,,0,,0,0,0,0,No,No,5.566667,N,-2.016667,W,DM,,,,,5.566667,-2.016667,NW52,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,79,0
4042996,,V,0,,,C. Farron,7199,,P,28,4,1970,28 April 1970,April,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Paracostus englerianus (K.Schum.) C.D.Specht,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,2.816667,N,10.016667,E,DM,,,,,2.816667,10.016667,NE210,0,0,Paracostus,englerianus,(K.Schum.) C.D.Specht,0,36,30003,304598,46,0
