BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
4043672,,V,0,,,A.D. Poulsen,933,et al.,K,6,9,1995,6 September 1995,September,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,East Tropical Africa,Uganda,,,,0,,0,0,0,0,No,No,1.716667,N,31.516667,E,DM,,,,,1.716667,31.516667,NE131,1000,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,215,0
4043681,,V,0,,,C. Puff,104,,BR,1,8,1981,1 August 1981,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Sierra Leone,,,,0,,0,0,0,0,No,No,8.55,N,-11.1,W,DM,,,,,8.55,-11.1,NW811,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,190,0
4043682,,V,0,,,C. Puff,106,,BR,1,8,1981,1 August 1981,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Sierra Leone,,,,0,,0,0,0,0,No,No,8.55,N,-11.1,W,DM,,,,,8.55,-11.1,NW811,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,190,0
4043688,,V,0,,,C.T. Pyne,88,,"K,P",21,12,1955,21 December 1955,December,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Sierra Leone,,,,0,,0,0,0,0,No,No,8.116667,N,-12.05,W,DM,,,,,8.116667,-12.05,NW812,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,190,0
4043712,,V,0,,,J. Raynal,9663,"Raynal, A",P,14,2,1963,14 February 1963,February,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,2.783333,N,11.116667,E,DM,,,,,2.783333,11.116667,NE211,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,46,0
4043713,,V,0,,,J. Raynal,9809,"Raynal, A",P,19,2,1963,19 February 1963,February,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,2.366667,N,11.266667,E,DM,,,,,2.366667,11.266667,NE211,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,46,0
4043778,,V,0,,,M.E. Rogers,149,,E,1,9,1984,1 September 1984,September,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Gabon,,,,0,,0,0,0,0,No,No,-0.1,S,11.916667,E,DM,,,,,-0.1,11.916667,SE011,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,76,0
4043781,,V,0,,,R. Ross,1109,,BM,14,9,1952,14 September 1952,September,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,East Tropical Africa,Uganda,,,,0,,0,0,0,0,No,No,0.733333,N,30.033333,E,DM,,,,,0.733333,30.033333,NE030,731,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,215,0
4043806,,V,0,,,H.-J.E. Schlieben,1260,,"B,LISC",14,4,1905,14 April 1905,April,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,East Tropical Africa,Tanzania,,,,0,,0,0,0,0,No,No,-9.25,S,39.25,E,DM,,,,,-9.25,39.25,SE939,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,214,0
4043812,,V,4,,WAG.1872242,H.H. Schmidt,3536,et al.,"K,MO,WAG",1,3,1999,1 March 1999,March,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ghana,,,,0,,0,0,0,0,No,No,6.233333,N,-0.583333,W,DM,,,,,6.233333,-0.583333,NW60,400,750,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,79,0
