BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
4043872,,V,2,,,P.A. Talbot,839,,"BM,K",0,0,1911,1911,,Magnoliopsida,Zingiberales,Zingiberaceae,,Costus talbotii Ridl.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Nigeria,,,,0,,0,0,0,0,No,No,5.316667,N,8.566667,E,DM,,,,,5.316667,8.566667,NE58,0,0,Costus,talbotii,Ridl.,0,36,9766,14318,154,0
4043876,,V,0,,,P.A. Talbot,1521,,"BM,K",0,0,1912,1912,,Magnoliopsida,Zingiberales,Zingiberaceae,,Costus talbotii Ridl.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Nigeria,,,,0,,0,0,0,0,No,No,5.316667,N,8.566667,E,DM,,,,,5.316667,8.566667,NE58,0,0,Costus,talbotii,Ridl.,0,36,9766,14318,154,0
