BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
1260028,,V,6,,WAG0380169,P.J.M. Maas,10184,F.J. Breteler; H. Maas-van de Kamer; R. Niangadouma & C.D. Specht,"L,LBV,WAG,WAG,WAG",9,11,2011,9 November 2011,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus loangensis Maas & H.Maas,P.J.M. Maas,0,0,2013,,,Africa,West-Central Tropical Afr,Gabon,Ogoou-Maritime,,,0,,0,0,0,0.6,No,No,-1.912028,S,9.326,E,DMS,7,GPS,,,-1.912028,9.326,SE19,0,5,Costus,loangensis,Maas & H.Maas,0,36,9766,308943,76,0
