BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
1260183,,V,8,,,P.J.M. Maas,10339,F.J. Breteler; H. Maas-van de Kamer; R. Niangadouma & C.D. Specht,"K,L,LBV,MO,UC,WAG,WAG",16,11,2011,16 November 2011,November,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus louisii H.Maas & Maas,P.J.M. Maas; H. Maas-van de Kamer,0,0,2015,,,Africa,West-Central Tropical Afr,Gabon,Nyanga,,,0,,0,0,0,2.5,No,No,-3.606667,S,10.866667,E,DM,4,GOOGL,,,-3.606667,10.866667,SE310,0,10,Costus,louisii,H.Maas & Maas,0,36,9766,705114,76,0
