Elevation,latitude,name,longitude,Poll
1188.1,9.80516,Burmeistera_cyclostigmata,-83.16788,2
1188.1,9.81014,Burmeistera_cyclostigmata,-83.16817,2
1188.1,9.81301,Burmeistera_cyclostigmata,-83.16832,2
1188.1,9.8132,Burmeistera_cyclostigmata,-83.16813,2
1188.1,9.81371,Burmeistera_cyclostigmata,-83.16725,2
1188.1,9.82416,Burmeistera_cyclostigmata,-83.16167,2
1188.1,9.83056,Burmeistera_cyclostigmata,-83.44444,2
1188.1,9.88,Burmeistera_cyclostigmata,-83.97,2
1188.1,9.88,Burmeistera_cyclostigmata,-83.2,2
1188.1,9.88611,Burmeistera_cyclostigmata,-83.975,2
1188.1,9.91,Burmeistera_cyclostigmata,-83.38,2
1188.1,9.92,Burmeistera_cyclostigmata,-83.39,2
1188.1,9.92083,Burmeistera_cyclostigmata,-83.39861,2
1188.1,9.95,Burmeistera_cyclostigmata,-83.8625,2
1188.1,9.95,Burmeistera_cyclostigmata,-83.86,2
1188.1,9.97028,Burmeistera_cyclostigmata,-84.18806,2
1188.1,10.01805,Burmeistera_cyclostigmata,-83.69055,2
1188.1,10.04444,Burmeistera_cyclostigmata,-84.04083,2
1188.1,10.05,Burmeistera_cyclostigmata,-84.03,2
1188.1,10.05,Burmeistera_cyclostigmata,-84.01,2
1188.1,10.05805,Burmeistera_cyclostigmata,-83.55555,2
1188.1,10.05975,Burmeistera_cyclostigmata,-84.01131,2
1188.1,10.08734,Burmeistera_cyclostigmata,-83.90271,2
1188.1,10.1,Burmeistera_cyclostigmata,-83.98,2
1188.1,10.13,Burmeistera_cyclostigmata,-84.48,2
1188.1,10.15,Burmeistera_cyclostigmata,-84.58,2
1188.1,10.15,Burmeistera_cyclostigmata,-84.58,2
1188.1,10.15,Burmeistera_cyclostigmata,-83.94,2
1188.1,10.15439,Burmeistera_cyclostigmata,-83.94414,2
1188.1,10.15556,Burmeistera_cyclostigmata,-83.94167,2
1188.1,10.15889,Burmeistera_cyclostigmata,-84.58944,2
1188.1,10.16334,Burmeistera_cyclostigmata,-83.93911,2
1188.1,10.16389,Burmeistera_cyclostigmata,-83.93889,2
1188.1,10.17,Burmeistera_cyclostigmata,-84.13,2
1188.1,10.17439,Burmeistera_cyclostigmata,-84.16946,2
1188.1,10.21,Burmeistera_cyclostigmata,-84.61,2
1188.1,10.21,Burmeistera_cyclostigmata,-84.53,2
1188.1,10.21,Burmeistera_cyclostigmata,-84.1,2
1188.1,10.21166,Burmeistera_cyclostigmata,-84.38111,2
1188.1,10.21306,Burmeistera_cyclostigmata,-84.10139,2
1188.1,10.21472,Burmeistera_cyclostigmata,-84.60777,2
1188.1,10.22,Burmeistera_cyclostigmata,-84.6,2
1188.1,10.23639,Burmeistera_cyclostigmata,-84.11778,2
1188.1,10.23639,Burmeistera_cyclostigmata,-84.11778,2
1188.1,10.24,Burmeistera_cyclostigmata,-84.37,2
1188.1,10.25278,Burmeistera_cyclostigmata,-84.36944,2
1188.1,10.25481,Burmeistera_cyclostigmata,-83.99811,2
1188.1,10.25556,Burmeistera_cyclostigmata,-84.085,2
1188.1,10.26,Burmeistera_cyclostigmata,-84.08,2
1188.1,10.2725,Burmeistera_cyclostigmata,-84.83916,2
1188.1,10.28,Burmeistera_cyclostigmata,-84.04,2
1188.1,10.28,Burmeistera_cyclostigmata,-84.03,2
1188.1,10.28194,Burmeistera_cyclostigmata,-84.04458,2
1188.1,10.28333,Burmeistera_cyclostigmata,-84.03333,2
1188.1,10.28333,Burmeistera_cyclostigmata,-84.03333,2
1188.1,10.3,Burmeistera_cyclostigmata,-84.8,2
1188.1,10.3,Burmeistera_cyclostigmata,-84.8,2
1188.1,10.3,Burmeistera_cyclostigmata,-84.78,2
1188.1,10.3,Burmeistera_cyclostigmata,-84.78,2
1188.1,10.3,Burmeistera_cyclostigmata,-84.75,2
1188.1,10.3,Burmeistera_cyclostigmata,-84.52,2
1188.1,10.30472,Burmeistera_cyclostigmata,-84.77527,2
1188.1,10.30833,Burmeistera_cyclostigmata,-84.78333,2
1188.1,10.30888,Burmeistera_cyclostigmata,-84.79555,2
1188.1,10.30888,Burmeistera_cyclostigmata,-84.79083,2
1188.1,10.31,Burmeistera_cyclostigmata,-84.73,2
1188.1,10.31111,Burmeistera_cyclostigmata,-84.08056,2
1188.1,10.31333,Burmeistera_cyclostigmata,-84.79444,2
1188.1,10.31667,Burmeistera_cyclostigmata,-84.71667,2
1188.1,10.3175,Burmeistera_cyclostigmata,-84.80833,2
1188.1,10.33,Burmeistera_cyclostigmata,-84.83,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.83333,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.75,2
1188.1,10.33333,Burmeistera_cyclostigmata,-84.75,2
