phylogeny,scientificname,decimallatitude,decimallongitude,Subclade
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.8125,-91.75039,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.81922,-86.61914,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.81922,-86.61914,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.91,-91.89528,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.91,-91.89527,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.92888,-91.88944,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,14.93833,-91.88111,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.04583,-90.12305,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.05917,-89.98056,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.062,-92.081,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.0833,-90.3333,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.085,-92.083,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.08777,-90.18166,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.0925,-92.12444,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.09638,-90.06,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.12361,-90.1825,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.14055,-90.09083,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.18361,-90.20444,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.18972,-89.48861,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.2,-90.20583,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.2,-87.58333,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.21444,-90.20778,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.21722,-90.21083,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.22833,-90.24083,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.24,-92.3,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.24,-92.3,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.25,-90.25,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.31528,-90.2975,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.35,-89.71666,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.3978,-90.1964,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.4167,-88,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.45917,-90.7875,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.47055,-90.37194,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.5,-88.21666,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.5,-88.21666,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.68778,-90.99278,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.71694,-91.01028,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,15.96667,-91.3,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,16.10556,-91.60444,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,16.11167,-91.55611,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,16.667,-94.787,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,16.944,-92.619,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17,-96.5,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17,-92.83333,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.023,-92.774,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.15342,-92.36083,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.16667,-93,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.2,-92.96666,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.20167,-92.99056,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.21,-92.96,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.21,-92.36,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.25,-96.03333,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.25,-96,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.25,-96,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.25,-93,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.297,-92.425,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.3,-96.03333,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.4,-96.5,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.5,-93.66667,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.61666,-96.35,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.63389,-96.3425,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.66,-96.33,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.66,-96.32,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.688,-96.518,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.68833,-96.51777,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,17.75,-96.5,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius Benth.,23,-102,Colombianid
Centropogon_cordifolius_LL106,Centropogon cordifolius var. dentatus E.Wimm. ex Standl.,10.0114,-83.9519,Colombianid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.69228,-45.61833,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.6,-45.18333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.4339,-45.0711,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.4339,-45.0711,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.4132,-45.3706,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.36083,-44.84833,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.33333,-44.85,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-23.2541,-46.0008,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-22.90695982,-43.20766855,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-22.5474,-44.8538,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-22.5309,-43.0084,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-22.51667,-43.26667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-22.48222,-42.9125,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-22.48222,-42.9125,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-21.34028,-41.20972,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-21.34028,-41.20972,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-21.25,-56.55,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-21.21667,-49.36667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-21.19694,-42.12917,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.95742657,-43.80660705,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.86667,-49.56667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.81,-49.38056,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.775,-42.79306,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.75802404,-42.88184388,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.6503,-41.9072,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.63528,-40.74944,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.52444,-41.12056,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.51611,-41.08611,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.51611,-41.08361,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.37667,-41.475,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.3633,-40.6592,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.3633,-40.6592,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.31972,-40.3375,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.26667,-40.53333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.26667,-40.51667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.26417,-40.41972,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.16776,-40.31129,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.16353,-40.2882,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.16297,-40.30678,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.15282,-40.31145,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.15,-40.81667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.12861,-40.3075,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.12861,-40.3075,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.10556,-40.59556,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.08278,-40.57472,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-20.06917,-40.72556,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.95,-52.01667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.93806,-43.57611,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.91972,-40.47944,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.86667,-40.55,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.86666,-40.55,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.83194,-40.36944,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.71194,-40.5,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.62389,-52.50389,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.55792,-39.8325,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.53958881,-49.48698676,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.53547012,-54.04478891,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.35444,-40.51528,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.33333,-47.26667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.24889,-40.41639,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.2,-49.78333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-19.16194,-48.01139,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-18.97056,-46.90472,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-18.8,-46.9,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-18.71611,-39.85889,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-18.5933,-39.7322,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-18.24972,-53.76111,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-18.0985,-39.89346,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.72194,-50.07972,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.55,-63.87,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.45,-63.68333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.40138,-64.52166,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.38472,-64.52167,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.38194,-64.27472,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.2787,-46.80175,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.2333,-65.8167,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.1071,-51.81667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.09306,-65.49306,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.00833,-65.02917,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-17.0025,-65.41917,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.92416,-66.21888,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.92416,-66.21888,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.86667,-65.36667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.55,-42.9,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.40336,-40.0435,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.33611,-48.19639,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.2675,-48.18639,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.22028,-47.32472,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.21666,-67.71666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.20611,-47.34722,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.2,-67.88333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.16667,-49.18333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.16361,-62.025,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.13333,-67.73333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.08333,-68.03333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.08,-48.27,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.06885,-50.1333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.03333,-67.65,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16.0203,-49.8103,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16,-67.6,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16,-67.6,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-16,-67.6,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.95055,-48.12361,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.93333,-47.9,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.92417,-48.03333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.90694,-48.01333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.88972,-47.845,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.88333,-47.93333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.86667,-48.48333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.86667,-47.85,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.85,-38.86667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.8,-47.96667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.78342081,-47.92987267,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.78342081,-47.92987267,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.78342081,-47.92987267,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.78342081,-47.92987267,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.7833,-47.82337,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.75889,-47.64556,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.75889,-47.64555,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.75,-47.75,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.75,-47.75,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.74833,-47.58528,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.74833,-47.58528,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.74833,-47.58528,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.742,-47.958,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.73439,-47.93233,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.73333,-47.9,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.72,-47.87,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.69972,-47.90667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.60256,-47.9167,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.59056,-47.59139,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.56667,-47.77,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.56667,-47.76667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.5575,-47.91667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.44778,-67.1625,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.40761,-55.83244,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.39583,-39.56611,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.3875,-39.56611,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.38389,-39.56917,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.38367,-39.56858,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.38111,-39.56972,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.38111,-39.56972,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.28333,-67.06666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.25,-68.16667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.16638,-68.54166,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.1581,-39.5286,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.15806,-39.52861,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.15419,-68.51553,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.15228,-68.50356,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.08333,-56.95,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.04492,-68.46269,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.04444,-68.46306,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-15.03853,-68.44533,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.93333,-39.7,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.93,-39.7,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.86539,-52.29,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.86,-39.58,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.85,-39.65,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.8,-39.16667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.8,-39.16667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.8,-39.16667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.8,-39.16667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.8,-39.16667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.78950681,-39.28020202,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.78333,-39.25,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.78333,-39.18,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.78,-61.03277,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.77397,-39.22095,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.77187,-39.22737,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.76667,-39.06667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.7364,-39.6992,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.73639,-39.69917,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.73333,-52.33333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.73,-52.33,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.66055,-60.71194,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.63527,-60.78138,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.63333,-60.71666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.63333,-60.71666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.63333,-52.23333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.63,-52.23,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.63,-52.23,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.61666,-60.76666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.61666,-60.76666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.61666,-60.7,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.61666,-60.7,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.58333,-61.01667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.56138,-60.76916,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.50611,-61.51916,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.5,-66.61667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.46666,-67.56666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.46666,-67.51666,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.43888,-67.53638,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.43333,-48.98333,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.41667,-39.26667,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.40142,-40.12758,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.39055,-49.00389,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.36667,-67.55,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.3575,-48.40556,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.31667,-39.05,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.17444,-47.61028,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.16722,-39.71111,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.16333,-47.59306,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.16333,-47.59306,Eucentropogonid
Centropogon_cornutus_LL28,Centropogon cornutus (L.) Druce,-14.16333,-47.59306,Eucentropogonid
