phylogeny,scientificname,decimallatitude,decimallongitude,Subclade
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,0.9,-78.08333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,0.91666,-78.13333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,1.016,-78.616,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,1.01666,-78.61666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,1.13333,-76.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,1.13333,-76.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,1.18,-76.66,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,1.25,-78.15,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,2.66382,-74.85765,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.33333,-75.83333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.33333,-75.83333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.46,-74.14,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.46,-74.14,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.46,-74.14,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.59,-74.09,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.59389,-74.0978,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.59389,-74.0978,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.6,-76.86666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.7,-76.9,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.7,-76.9,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.83,-73.9,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.83,-73.9,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,3.90111,-73.07333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.38746,-74.33753,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.56391,-74.41165,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.68333,-74.43333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.71028,-75.0678,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.73787,-75.5686,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.74076,-74.40512,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.87333,-76.2886,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.88911,-76.2821,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.9172,-74.4237,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.91745,-75.62812,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.91861,-76.3461,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.91861,-76.3461,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.9237,-75.0676,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.93078,-76.36797,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,4.93528,-76.3761,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5,-74.26666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.03046,-74.32692,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.05997,-75.39103,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.09194,-74.0818,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.25,-75.5,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.2987,-77.0572,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.35108,-76.1009,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.37735,-76.0856,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.5,-72.5,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.55857,-74.2921,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.56698,-76.76388,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.60054,-75.87987,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.66666,-76.5,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.71063,-76.33069,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.71322,-76.33317,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.71666,-76.38333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.73333,-76.71666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.73333,-76.45,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.74263,-76.39405,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.74972,-76.2678,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.75,-76.38333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.75,-76.33333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.75078,-76.26641,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.7525,-76.26227,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.75468,-76.44875,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.83333,-76.25,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.84729,-74.97431,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.85113,-75.0083,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.944,-74.8592,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.94586,-74.85586,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.98333,-74.98333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,5.99815,-74.9376,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6,-77,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6,-77,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6,-77,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6,-74.91666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.00017,-74.00038,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.01085,-74.93764,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.01493,-75.0121,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.01861,-75.01194,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.02067,-74.9561,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.03333,-75.13333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.03822,-75.00325,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.03822,-75.00325,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.04101,-74.99081,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.06666,-74.98333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.06866,-75.2205,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.07604,-75.02809,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.07842,-75.61001,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.07962,-75.59713,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.0816,-75.2256,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.08333,-77.41666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.08333,-75,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.10007,-76.58338,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.11968,-77.41523,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.13491,-77.30528,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.2101,-74.8506,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.21573,-77.398,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.21666,-74.86666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.23333,-74.86667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.25,-75.16667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.26666,-77.31666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.26666,-75.11666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.29537,-75.14892,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.29944,-75.14519,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.30425,-75.1336,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.32254,-75.14393,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.39134,-76.25099,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.52481,-76.27093,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.53333,-76.31667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.56666,-76.31666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.58333,-76.83333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.66666,-76.43333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.66667,-76.45,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.66667,-76.43333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.7,-76.41666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.73333,-76.45,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.73333,-76.45,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.73333,-76.4,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.74252,-76.3066,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.75,-76.41667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.75,-76.41666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.75,-76.4,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.75716,-76.3479,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.77413,-76.27209,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.77655,-76.26402,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.89358,-75.22003,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.9,-75.01667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.91667,-75.06667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.93333,-75.06667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.93333,-75.06666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.94323,-75.04698,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.96666,-74.98333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.96667,-75.33333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.96667,-74.66667,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,6.97528,-75.11389,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7,-73.25,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.02905,-75.29752,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.0716,-75.21399,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.0792,-75.44985,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.13333,-73.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.21667,-75.052,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.21667,-75.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.21667,-75.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.21667,-75.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.21667,-75.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.21667,-75.05,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.32107,-75.05556,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.4,-75.9,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,7.44499,-75.31278,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus C.Presl,8.23333,-73.35,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-13.21666,-70.75,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-9.73333,-76.08333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-9.66666,-76.1,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.83333,-77.75,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.75,-77.66666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.75,-77.48333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.75,-77.46666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.75,-77.46666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.67416,-77.67638,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.62472,-78.365,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.61277,-78.27138,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.604,-78.29,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.6,-78.35,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.6,-78.35,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.547,-78.32,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.30833,-78.71666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.26222,-78.665,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-5.21,-78.73,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-4.5,-79.16666,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-4.41666,-79.15,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-4.13416,-78.94361,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.97972,-79.09527,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.81111,-78.60777,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.616,-78.566,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.5825,-78.9425,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.48333,-79.23333,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.28333,-78.5,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.26194,-78.17833,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.16666,-78.5,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3.16,-78.458,Eucentropogonid
Centropogon_granulosus_lutens_LL235,Centropogon granulosus subsp. lateriflorus (E. Wimm.) B.A. Stein,-3,-78.5,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,7.78333,-77.73333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.48222,-81.09805,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.48222,-81.09805,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.5,-81.11666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.50611,-81.12166,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.50833,-81.07222,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.50888,-81.14083,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.51306,-81.115,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.51361,-81.11555,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.51472,-81.11639,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.515,-81.14722,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.51667,-81.11806,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.51667,-81.11806,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.52277,-81.12638,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.52388,-81.12944,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.52389,-81.12944,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.52444,-81.13055,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.52638,-81.12166,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.53083,-81.13861,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.53333,-81.81666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.53333,-81.11666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.54056,-81.82333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.55083,-81.17139,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.55194,-81.175,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.55194,-81.175,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.58333,-81.08333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.6,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.60416,-81.11805,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.60833,-80.13,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.61666,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.61666,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.61666,-80.11666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.61666,-80.11666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.61666,-80.11666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.61667,-80.1,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.62167,-80.14,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.62333,-80.10833,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.62361,-80.12916,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.625,-80.14166,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.625,-80.11333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.625,-80.11333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.625,-80.11166,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.62778,-80.12639,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.62833,-80.14166,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.6,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.6,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.11666,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63333,-80.10833,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.635,-80.11333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.635,-80.11167,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.63667,-80.12944,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.6375,-80.10694,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.64,-80.13833,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.64583,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.64583,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.64583,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.65,-80.6,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.65,-80.13333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.655,-80.09861,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.66666,-80.78333,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.66666,-80.6,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.67166,-80.60055,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.6725,-80.59556,Eucentropogonid
Centropogon_granulosus_tortilis_50,Centropogon tortilis E.Wimm.,8.675,-80.61027,Eucentropogonid
